date,time,home_team,home_team_number,away_team,away_team_number,goal_team,goal_time,result_home_team,result_away_team,valid_goal,season,day,match_id,real_time_goal
2009/05/02,20:00:00,KV Mechelen,25,RCSC,None,KV Mechelen,74,2.0,1.0,True,2008,32,911080,21:14:00
2009/05/02,20:00:00,KAA Gent,7,Cercle,12,KAA Gent,22,1.0,0.0,True,2008,32,911081,20:22:00
2009/05/02,20:00:00,KAA Gent,7,Cercle,12,Cercle,30,1.0,1.0,True,2008,32,911081,20:30:00
2009/05/02,20:00:00,KAA Gent,7,Cercle,12,KAA Gent,61,2.0,1.0,True,2008,32,911081,21:01:00
2009/05/02,20:00:00,KVC Westerlo,867,KSVRoe,None,KVC Westerlo,73,1.0,0.0,True,2008,32,911083,21:13:00
2009/05/02,20:00:00,Exc. Mouscron,None,GBA,None,Exc. Mouscron,32,1.0,0.0,True,2008,32,911085,20:32:00
2009/05/02,20:00:00,Exc. Mouscron,None,GBA,None,GBA,38,1.0,1.0,True,2008,32,911085,20:38:00
2009/05/02,20:00:00,Exc. Mouscron,None,GBA,None,Exc. Mouscron,56,2.0,1.0,True,2008,32,911085,20:56:00
2009/05/02,20:00:00,Exc. Mouscron,None,GBA,None,Exc. Mouscron,82,3.0,1.0,True,2008,32,911085,21:22:00
2009/05/02,20:00:00,Exc. Mouscron,None,GBA,None,GBA,84,3.0,1.0,False,2008,32,911085,21:24:00
2009/05/02,20:00:00,Zulte Waregem,2159,SL,231,Zulte Waregem,80,3.0,1.0,False,2008,32,913455,21:20:00
2009/05/03,18:00:00,KRC Genk,290,KVK,100,KVK,52,0.0,1.0,True,2008,32,911084,18:52:00
2009/05/03,20:30:00,AFC Tubize,2247,RSCA,None,RSCA,71,0.0,1.0,False,2008,32,911078,21:41:00
2009/05/03,20:30:00,AFC Tubize,2247,RSCA,None,AFC Tubize,83,1.0,0.0,True,2008,32,911078,21:53:00
2009/05/03,20:30:00,AFC Tubize,2247,RSCA,None,RSCA,96,1.0,1.0,True,2008,32,911078,22:06:00
2009/05/08,20:30:00,Germ. Beerschot,155,KVM,None,Germ. Beerschot,8,1.0,0.0,True,2008,33,911090,20:38:00
2009/05/08,20:30:00,Germ. Beerschot,155,KVM,None,Germ. Beerschot,61,2.0,0.0,True,2008,33,911090,21:31:00
2009/05/08,20:30:00,Germ. Beerschot,155,KVM,None,KVM,69,2.0,1.0,True,2008,33,911090,21:39:00
2009/05/08,20:30:00,Germ. Beerschot,155,KVM,None,Germ. Beerschot,88,3.0,1.0,True,2008,33,911090,21:58:00
2009/05/09,20:00:00,R Charleroi SC,29,Genk,290,R Charleroi SC,53,1.0,0.0,True,2008,33,911086,20:53:00
2009/05/09,20:00:00,R Charleroi SC,29,Genk,290,R Charleroi SC,60,2.0,0.0,True,2008,33,911086,21:00:00
2009/05/09,20:00:00,R Charleroi SC,29,Genk,290,R Charleroi SC,84,3.0,0.0,True,2008,33,911086,21:24:00
2009/05/09,20:00:00,Exc. Mouscron,None,Zulte,622,Zulte,37,0.0,1.0,True,2008,33,911087,20:37:00
2009/05/09,20:00:00,Exc. Mouscron,None,Zulte,622,Zulte,40,0.0,2.0,True,2008,33,911087,20:40:00
2009/05/09,20:00:00,KV Kortrijk,19,Gent,7,Gent,19,0.0,1.0,True,2008,33,911088,20:19:00
2009/05/09,20:00:00,KV Kortrijk,19,Gent,7,Gent,76,0.0,2.0,True,2008,33,911088,21:16:00
2009/05/09,20:00:00,KSC Lokeren,201,FCVDEH,None,FCVDEH,27,0.0,1.0,True,2008,33,911089,20:27:00
2009/05/09,20:00:00,KSC Lokeren,201,FCVDEH,None,FCVDEH,82,0.0,2.0,True,2008,33,911089,21:22:00
2009/05/09,20:00:00,RSC Anderlecht,35,KSVRoe,None,RSC Anderlecht,13,1.0,0.0,True,2008,33,911091,20:13:00
2009/05/09,20:00:00,RSC Anderlecht,35,KSVRoe,None,RSC Anderlecht,48,2.0,0.0,True,2008,33,911091,20:48:00
2009/05/09,20:00:00,RSC Anderlecht,35,KSVRoe,None,RSC Anderlecht,65,3.0,0.0,True,2008,33,911091,21:05:00
2009/05/09,20:00:00,RSC Anderlecht,35,KSVRoe,None,KSVRoe,69,3.0,1.0,True,2008,33,911091,21:09:00
2009/05/09,20:00:00,RAEC Mons,44,Tubize,482,Tubize,32,0.0,1.0,True,2008,33,911092,20:32:00
2009/05/09,20:00:00,RAEC Mons,44,Tubize,482,RAEC Mons,55,1.0,1.0,True,2008,33,911092,20:55:00
2009/05/09,20:00:00,Cercle Brugge,12,KVCWes,None,Cercle Brugge,11,1.0,0.0,True,2008,33,911093,20:11:00
2009/05/09,20:00:00,Cercle Brugge,12,KVCWes,None,KVCWes,47,1.0,1.0,True,2008,33,911093,20:47:00
2009/05/09,20:00:00,Cercle Brugge,12,KVCWes,None,Cercle Brugge,92,2.0,1.0,True,2008,33,911093,21:32:00
2009/05/09,20:00:00,Standard Luik,16,FCB,253,Standard Luik,38,1.0,0.0,True,2008,33,913456,20:38:00
2009/05/09,20:00:00,Standard Luik,16,FCB,253,Standard Luik,73,2.0,0.0,True,2008,33,913456,21:13:00
2009/05/15,20:30:00,KV Mechelen,25,LOK,801,KV Mechelen,62,1.0,0.0,True,2008,34,911098,21:32:00
2009/05/15,20:30:00,KV Mechelen,25,LOK,801,KV Mechelen,65,2.0,0.0,True,2008,34,911098,21:35:00
2009/05/15,20:30:00,KV Mechelen,25,LOK,801,KV Mechelen,68,3.0,0.0,True,2008,34,911098,21:38:00
2009/05/16,20:00:00,KVC Westerlo,867,KVK,100,KVK,27,0.0,1.0,True,2008,34,911100,20:27:00
2009/05/16,20:00:00,KVC Westerlo,867,KVK,100,KVC Westerlo,62,1.0,1.0,True,2008,34,911100,21:02:00
2009/05/16,20:00:00,KVC Westerlo,867,KVK,100,KVK,64,1.0,2.0,True,2008,34,911100,21:04:00
2009/05/16,20:00:00,KVC Westerlo,867,KVK,100,KVK,71,1.0,3.0,True,2008,34,911100,21:11:00
2009/05/16,20:00:00,AFC Tubize,2247,GBA,None,AFC Tubize,75,1.0,0.0,True,2008,34,911101,21:15:00
2009/05/16,20:00:00,KAA Gent,7,SL,231,SL,48,0.0,1.0,True,2008,34,913457,20:48:00
2009/05/16,20:00:00,KAA Gent,7,SL,231,KAA Gent,92,0.0,1.0,False,2008,34,913457,21:32:00
2009/05/16,20:00:00,KRC Genk,290,RSCA,None,RSCA,39,0.0,1.0,True,2008,34,911094,20:39:00
2009/05/16,20:00:00,KRC Genk,290,RSCA,None,RSCA,57,0.0,2.0,True,2008,34,911094,20:57:00
2009/05/16,20:00:00,Zulte Waregem,2159,RAEC M,44,RAEC M,8,0.0,2.0,False,2008,34,911095,20:08:00
2009/05/16,20:00:00,Zulte Waregem,2159,RAEC M,44,Zulte Waregem,25,1.0,0.0,True,2008,34,911095,20:25:00
2009/05/16,20:00:00,Zulte Waregem,2159,RAEC M,44,RAEC M,46,1.0,0.0,False,2008,34,911095,20:46:00
2009/05/16,20:00:00,Zulte Waregem,2159,RAEC M,44,Zulte Waregem,62,2.0,0.0,True,2008,34,911095,21:02:00
2009/05/16,20:00:00,Zulte Waregem,2159,RAEC M,44,Zulte Waregem,90,3.0,0.0,True,2008,34,911095,21:30:00
2009/05/16,20:00:00,FCV Dender EH,1611,RCSC,None,RCSC,35,0.0,1.0,True,2008,34,911096,20:35:00
2009/05/16,20:00:00,FCV Dender EH,1611,RCSC,None,RCSC,83,0.0,2.0,True,2008,34,911096,21:23:00
2009/05/16,20:00:00,FCV Dender EH,1611,RCSC,None,FCV Dender EH,91,1.0,2.0,True,2008,34,911096,21:31:00
2009/05/16,20:00:00,KSV Roeselare,134,Cercle,12,KSV Roeselare,41,1.0,0.0,True,2008,34,911097,20:41:00
2009/05/16,20:00:00,KSV Roeselare,134,Cercle,12,Cercle,79,1.0,1.0,True,2008,34,911097,21:19:00
2009/05/16,20:00:00,KSV Roeselare,134,Cercle,12,Cercle,90,1.0,2.0,True,2008,34,911097,21:30:00
2009/05/16,20:00:00,Club Brugge,3,Mous,376,Club Brugge,20,1.0,0.0,True,2008,34,911099,20:20:00
2009/05/16,20:00:00,Club Brugge,3,Mous,376,Mous,30,1.0,1.0,True,2008,34,911099,20:30:00
2009/05/16,20:00:00,Club Brugge,3,Mous,376,Club Brugge,31,2.0,1.0,True,2008,34,911099,20:31:00
2009/05/16,20:00:00,Club Brugge,3,Mous,376,Club Brugge,44,3.0,1.0,True,2008,34,911099,20:44:00
2009/05/16,20:00:00,Club Brugge,3,Mous,376,Club Brugge,57,4.0,1.0,True,2008,34,911099,20:57:00
