date,time,home_team,home_team_number,away_team,away_team_number,goal_team,goal_time,result_home_team,result_away_team,valid_goal,season,day,match_id,real_time_goal
2009/02/21,20:00:00,KAA Gent,7,GBA,None,GBA,76,1.0,1.0,True,2008,23,911013,21:16:00
2009/02/21,20:00:00,KAA Gent,7,GBA,None,GBA,78,1.0,2.0,True,2008,23,911013,21:18:00
2009/02/21,20:00:00,KAA Gent,7,GBA,None,GBA,93,1.0,3.0,True,2008,23,911013,21:33:00
2009/02/22,18:00:00,KVC Westerlo,867,FCB,253,FCB,41,0.0,1.0,True,2008,23,911006,18:41:00
2009/02/22,18:00:00,KVC Westerlo,867,FCB,253,KVC Westerlo,73,1.0,1.0,True,2008,23,911006,19:13:00
2009/02/22,20:30:00,RSC Anderlecht,35,SL,231,SL,10,0.0,1.0,True,2008,23,913446,20:40:00
2009/02/22,20:30:00,RSC Anderlecht,35,SL,231,RSC Anderlecht,45,1.0,1.0,True,2008,23,913446,21:15:00
2009/02/22,20:30:00,RSC Anderlecht,35,SL,231,SL,50,1.0,2.0,True,2008,23,913446,21:20:00
2009/02/22,20:30:00,RSC Anderlecht,35,SL,231,RSC Anderlecht,61,2.0,2.0,True,2008,23,913446,21:31:00
2009/02/22,20:30:00,RSC Anderlecht,35,SL,231,RSC Anderlecht,69,3.0,2.0,True,2008,23,913446,21:39:00
2009/02/22,20:30:00,RSC Anderlecht,35,SL,231,RSC Anderlecht,76,4.0,2.0,True,2008,23,913446,21:46:00
2009/02/27,20:30:00,KV Mechelen,25,Genk,290,KV Mechelen,12,1.0,0.0,True,2008,24,911015,20:42:00
2009/02/27,20:30:00,KV Mechelen,25,Genk,290,Genk,50,1.0,1.0,True,2008,24,911015,21:20:00
2009/02/27,20:30:00,KV Mechelen,25,Genk,290,KV Mechelen,83,2.0,1.0,True,2008,24,911015,21:53:00
2009/02/28,20:00:00,Exc. Mouscron,None,RSCA,None,Exc. Mouscron,49,1.0,0.0,True,2008,24,911014,20:49:00
2009/02/28,20:00:00,Exc. Mouscron,None,RSCA,None,RSCA,69,1.0,1.0,True,2008,24,911014,21:09:00
2009/02/28,20:00:00,R Charleroi SC,29,RAEC M,44,R Charleroi SC,28,1.0,0.0,True,2008,24,911016,20:28:00
2009/02/28,20:00:00,R Charleroi SC,29,RAEC M,44,R Charleroi SC,34,2.0,0.0,True,2008,24,911016,20:34:00
2009/02/28,20:00:00,R Charleroi SC,29,RAEC M,44,R Charleroi SC,69,3.0,0.0,True,2008,24,911016,21:09:00
2009/02/28,20:00:00,Club Brugge,3,KSVRoe,None,Club Brugge,36,1.0,0.0,True,2008,24,911018,20:36:00
2009/02/28,20:00:00,Club Brugge,3,KSVRoe,None,Club Brugge,49,2.0,0.0,True,2008,24,911018,20:49:00
2009/02/28,20:00:00,Club Brugge,3,KSVRoe,None,KSVRoe,78,2.0,1.0,True,2008,24,911018,21:18:00
2009/02/28,20:00:00,Germ. Beerschot,155,KVK,100,Germ. Beerschot,20,1.0,0.0,True,2008,24,911019,20:20:00
2009/02/28,20:00:00,Germ. Beerschot,155,KVK,100,Germ. Beerschot,45,2.0,0.0,True,2008,24,911019,20:45:00
2009/02/28,20:00:00,Germ. Beerschot,155,KVK,100,KVK,54,2.0,0.0,False,2008,24,911019,20:54:00
2009/02/28,20:00:00,Germ. Beerschot,155,KVK,100,Germ. Beerschot,61,3.0,0.0,True,2008,24,911019,21:01:00
2009/02/28,20:00:00,FCV Dender EH,1611,Tubize,482,FCV Dender EH,14,1.0,0.0,True,2008,24,911020,20:14:00
2009/02/28,20:00:00,FCV Dender EH,1611,Tubize,482,FCV Dender EH,41,2.0,0.0,True,2008,24,911020,20:41:00
2009/02/28,20:00:00,FCV Dender EH,1611,Tubize,482,FCV Dender EH,74,3.0,0.0,True,2008,24,911020,21:14:00
2009/02/28,20:00:00,FCV Dender EH,1611,Tubize,482,FCV Dender EH,92,4.0,0.0,True,2008,24,911020,21:32:00
2009/02/28,20:00:00,Zulte Waregem,2159,KVCWes,None,Zulte Waregem,23,1.0,0.0,True,2008,24,911021,20:23:00
2009/02/28,20:00:00,Zulte Waregem,2159,KVCWes,None,KVCWes,30,1.0,1.0,True,2008,24,911021,20:30:00
2009/03/01,18:00:00,KSC Lokeren,201,Gent,7,Gent,80,0.0,1.0,True,2008,24,911017,19:20:00
2009/03/01,18:00:00,KSC Lokeren,201,Gent,7,KSC Lokeren,89,0.0,1.0,False,2008,24,911017,19:29:00
2009/03/01,20:30:00,Standard Luik,16,Cercle,12,Standard Luik,6,1.0,0.0,True,2008,24,913447,20:36:00
2009/03/01,20:30:00,Standard Luik,16,Cercle,12,Standard Luik,11,2.0,0.0,True,2008,24,913447,20:41:00
2009/03/01,20:30:00,Standard Luik,16,Cercle,12,Standard Luik,52,3.0,0.0,True,2008,24,913447,21:22:00
2009/03/01,20:30:00,Standard Luik,16,Cercle,12,Standard Luik,56,4.0,0.0,True,2008,24,913447,21:26:00
2009/03/06,20:30:00,RAEC Mons,44,SL,231,RAEC Mons,86,,,False,2008,25,913448,21:56:00
2009/03/06,20:30:00,RAEC Mons,44,SL,231,SL,92,0.0,1.0,True,2008,25,913448,22:02:00
2009/03/07,20:00:00,RSC Anderlecht,35,Zulte,622,RSC Anderlecht,7,1.0,0.0,True,2008,25,911023,20:07:00
2009/03/07,20:00:00,RSC Anderlecht,35,Zulte,622,RSC Anderlecht,28,2.0,0.0,True,2008,25,911023,20:28:00
2009/03/07,20:00:00,KV Kortrijk,19,LOK,801,KV Kortrijk,56,1.0,0.0,True,2008,25,911024,20:56:00
2009/03/07,20:00:00,KV Kortrijk,19,LOK,801,LOK,71,1.0,1.0,True,2008,25,911024,21:11:00
2009/03/07,20:00:00,KV Kortrijk,19,LOK,801,LOK,77,1.0,2.0,True,2008,25,911024,21:17:00
2009/03/07,20:00:00,KV Kortrijk,19,LOK,801,KV Kortrijk,83,2.0,2.0,True,2008,25,911024,21:23:00
2009/03/07,20:00:00,KV Kortrijk,19,LOK,801,LOK,85,2.0,3.0,True,2008,25,911024,21:25:00
2009/03/07,20:00:00,KRC Genk,290,FCVDEH,None,KRC Genk,43,1.0,0.0,True,2008,25,911025,20:43:00
2009/03/07,20:00:00,KRC Genk,290,FCVDEH,None,KRC Genk,51,2.0,0.0,True,2008,25,911025,20:51:00
2009/03/07,20:00:00,KRC Genk,290,FCVDEH,None,KRC Genk,66,3.0,0.0,True,2008,25,911025,21:06:00
2009/03/07,20:00:00,KRC Genk,290,FCVDEH,None,FCVDEH,68,3.0,1.0,True,2008,25,911025,21:08:00
2009/03/07,20:00:00,KRC Genk,290,FCVDEH,None,FCVDEH,82,3.0,2.0,True,2008,25,911025,21:22:00
2009/03/07,20:00:00,KRC Genk,290,FCVDEH,None,KRC Genk,86,4.0,2.0,True,2008,25,911025,21:26:00
2009/03/07,20:00:00,KRC Genk,290,FCVDEH,None,FCVDEH,88,4.0,3.0,True,2008,25,911025,21:28:00
2009/03/07,20:00:00,KSV Roeselare,134,Mous,376,KSV Roeselare,19,1.0,0.0,True,2008,25,911027,20:19:00
2009/03/07,20:00:00,KSV Roeselare,134,Mous,376,KSV Roeselare,78,2.0,0.0,True,2008,25,911027,21:18:00
2009/03/07,20:00:00,KAA Gent,7,Tubize,482,KAA Gent,3,1.0,0.0,True,2008,25,911028,20:03:00
2009/03/07,20:00:00,KAA Gent,7,Tubize,482,KAA Gent,36,2.0,0.0,True,2008,25,911028,20:36:00
2009/03/07,20:00:00,KAA Gent,7,Tubize,482,KAA Gent,38,2.0,0.0,False,2008,25,911028,20:38:00
2009/03/08,18:00:00,KVC Westerlo,867,KVM,None,KVM,34,0.0,1.0,True,2008,25,911026,18:34:00
2009/03/08,18:00:00,KVC Westerlo,867,KVM,None,KVM,69,0.0,1.0,False,2008,25,911026,19:09:00
2009/03/08,20:30:00,Cercle Brugge,12,FCB,253,FCB,23,0.0,1.0,True,2008,25,911022,20:53:00
2009/03/08,20:30:00,Cercle Brugge,12,FCB,253,FCB,24,0.0,2.0,True,2008,25,911022,20:54:00
2009/03/08,20:30:00,Cercle Brugge,12,FCB,253,FCB,51,0.0,3.0,True,2008,25,911022,21:21:00
2009/03/08,20:30:00,Cercle Brugge,12,FCB,253,Cercle Brugge,73,1.0,3.0,True,2008,25,911022,21:43:00
2009/03/13,20:30:00,KV Mechelen,25,RSCA,None,RSCA,39,,,False,2008,26,911030,21:09:00
2009/03/13,20:30:00,KV Mechelen,25,RSCA,None,KV Mechelen,47,1.0,0.0,True,2008,26,911030,21:17:00
2009/03/13,20:30:00,KV Mechelen,25,RSCA,None,KV Mechelen,64,2.0,0.0,True,2008,26,911030,21:34:00
2009/03/13,20:30:00,KV Mechelen,25,RSCA,None,RSCA,76,2.0,1.0,True,2008,26,911030,21:46:00
2009/03/14,20:00:00,Germ. Beerschot,155,RAEC M,44,Germ. Beerschot,75,1.0,0.0,True,2008,26,911031,21:15:00
2009/03/14,20:00:00,Germ. Beerschot,155,RAEC M,44,Germ. Beerschot,83,2.0,0.0,True,2008,26,911031,21:23:00
2009/03/14,20:00:00,FCV Dender EH,1611,Cercle,12,FCV Dender EH,85,1.0,0.0,True,2008,26,911033,21:25:00
2009/03/14,20:00:00,Exc. Mouscron,None,KVK,100,KVK,68,1.0,0.0,False,2008,26,911036,21:08:00
2009/03/14,20:00:00,Exc. Mouscron,None,KVK,100,Exc. Mouscron,70,1.0,0.0,True,2008,26,911036,21:10:00
2009/03/14,20:00:00,AFC Tubize,2247,KVCWes,None,AFC Tubize,25,1.0,0.0,True,2008,26,911037,20:25:00
2009/03/14,20:00:00,AFC Tubize,2247,KVCWes,None,KVCWes,88,1.0,1.0,True,2008,26,911037,21:28:00
2009/03/14,20:00:00,AFC Tubize,2247,KVCWes,None,KVCWes,90,1.0,2.0,True,2008,26,911037,21:30:00
2009/03/15,18:00:00,Club Brugge,3,Gent,7,Gent,3,0.0,1.0,True,2008,26,911034,18:03:00
2009/03/15,18:00:00,Club Brugge,3,Gent,7,Club Brugge,13,1.0,1.0,True,2008,26,911034,18:13:00
2009/03/15,18:00:00,Club Brugge,3,Gent,7,Gent,15,1.0,2.0,True,2008,26,911034,18:15:00
2009/03/15,18:00:00,Club Brugge,3,Gent,7,Gent,32,1.0,3.0,True,2008,26,911034,18:32:00
2009/03/15,18:00:00,Club Brugge,3,Gent,7,Gent,36,1.0,4.0,True,2008,26,911034,18:36:00
2009/03/15,18:00:00,Club Brugge,3,Gent,7,Club Brugge,89,1.0,4.0,False,2008,26,911034,19:29:00
2009/03/15,20:30:00,Standard Luik,16,Genk,290,Standard Luik,47,1.0,0.0,True,2008,26,913449,21:17:00
2009/03/15,20:30:00,Standard Luik,16,Genk,290,Genk,75,1.0,0.0,False,2008,26,913449,21:45:00
2009/03/15,20:30:00,Standard Luik,16,Genk,290,Standard Luik,87,2.0,0.0,True,2008,26,913449,21:57:00
2009/03/20,20:30:00,KV Kortrijk,19,FCB,253,FCB,12,0.0,1.0,True,2008,27,911038,20:42:00
2009/03/20,20:30:00,KV Kortrijk,19,FCB,253,FCB,21,0.0,2.0,True,2008,27,911038,20:51:00
2009/03/20,20:30:00,KV Kortrijk,19,FCB,253,KV Kortrijk,29,1.0,2.0,True,2008,27,911038,20:59:00
2009/03/20,20:30:00,KV Kortrijk,19,FCB,253,KV Kortrijk,59,2.0,2.0,True,2008,27,911038,21:29:00
2009/03/20,20:30:00,KV Kortrijk,19,FCB,253,FCB,91,2.0,3.0,True,2008,27,911038,22:01:00
2009/03/21,20:00:00,RAEC Mons,44,LOK,801,RAEC Mons,49,2.0,3.0,False,2008,27,911040,20:49:00
2009/03/21,20:00:00,RAEC Mons,44,LOK,801,LOK,58,0.0,1.0,True,2008,27,911040,20:58:00
2009/03/21,20:00:00,RAEC Mons,44,LOK,801,LOK,79,0.0,2.0,True,2008,27,911040,21:19:00
2009/03/21,20:00:00,KVC Westerlo,867,FCVDEH,None,KVC Westerlo,4,1.0,0.0,True,2008,27,911041,20:04:00
2009/03/21,20:00:00,KVC Westerlo,867,FCVDEH,None,FCVDEH,33,1.0,1.0,True,2008,27,911041,20:33:00
2009/03/21,20:00:00,KVC Westerlo,867,FCVDEH,None,KVC Westerlo,47,2.0,1.0,True,2008,27,911041,20:47:00
2009/03/21,20:00:00,KVC Westerlo,867,FCVDEH,None,KVC Westerlo,67,3.0,1.0,True,2008,27,911041,21:07:00
2009/03/21,20:00:00,KSV Roeselare,134,KVM,None,KSV Roeselare,61,1.0,0.0,True,2008,27,911042,21:01:00
2009/03/21,20:00:00,Cercle Brugge,12,Mous,376,Mous,19,0.0,1.0,True,2008,27,911043,20:19:00
2009/03/21,20:00:00,KRC Genk,290,Tubize,482,KRC Genk,33,1.0,0.0,True,2008,27,911044,20:33:00
2009/03/21,20:00:00,KRC Genk,290,Tubize,482,KRC Genk,35,2.0,0.0,True,2008,27,911044,20:35:00
2009/03/21,20:00:00,KRC Genk,290,Tubize,482,KRC Genk,46,3.0,0.0,True,2008,27,911044,20:46:00
2009/03/21,20:00:00,RSC Anderlecht,35,GBA,None,RSC Anderlecht,65,1.0,0.0,True,2008,27,911045,21:05:00
2009/03/21,20:00:00,RSC Anderlecht,35,GBA,None,RSC Anderlecht,93,2.0,0.0,True,2008,27,911045,21:33:00
2009/03/22,18:00:00,KAA Gent,7,Zulte,622,KAA Gent,58,1.0,0.0,True,2008,27,911039,18:58:00
2009/03/22,20:30:00,R Charleroi SC,29,SL,231,R Charleroi SC,40,1.0,0.0,True,2008,27,913450,21:10:00
2009/04/04,18:00:00,Zulte Waregem,2159,Cercle,12,Cercle,3,0.0,1.0,True,2008,28,911049,18:03:00
2009/04/04,18:00:00,Zulte Waregem,2159,Cercle,12,Zulte Waregem,53,1.0,1.0,True,2008,28,911049,18:53:00
2009/04/04,18:00:00,Zulte Waregem,2159,Cercle,12,Zulte Waregem,71,2.0,1.0,True,2008,28,911049,19:11:00
2009/04/04,18:00:00,Zulte Waregem,2159,Cercle,12,Zulte Waregem,73,3.0,1.0,True,2008,28,911049,19:13:00
2009/04/04,20:00:00,Exc. Mouscron,None,RAEC M,44,Exc. Mouscron,22,1.0,0.0,True,2008,28,911047,20:22:00
2009/04/04,20:00:00,Exc. Mouscron,None,RAEC M,44,Exc. Mouscron,37,2.0,0.0,True,2008,28,911047,20:37:00
2009/04/04,20:00:00,Exc. Mouscron,None,RAEC M,44,RAEC M,43,2.0,1.0,True,2008,28,911047,20:43:00
2009/04/04,20:00:00,Exc. Mouscron,None,RAEC M,44,Exc. Mouscron,72,3.0,1.0,True,2008,28,911047,21:12:00
2009/04/04,20:00:00,Exc. Mouscron,None,RAEC M,44,RAEC M,78,3.0,2.0,True,2008,28,911047,21:18:00
2009/04/04,20:00:00,Club Brugge,3,RCSC,None,Club Brugge,29,1.0,0.0,True,2008,28,911048,20:29:00
2009/04/04,20:00:00,Club Brugge,3,RCSC,None,RCSC,54,1.0,1.0,True,2008,28,911048,20:54:00
2009/04/04,20:00:00,Club Brugge,3,RCSC,None,Club Brugge,91,2.0,1.0,True,2008,28,911048,21:31:00
2009/04/04,20:00:00,FCV Dender EH,1611,Gent,7,FCV Dender EH,12,1.0,0.0,True,2008,28,911050,20:12:00
2009/04/04,20:00:00,FCV Dender EH,1611,Gent,7,Gent,36,1.0,1.0,True,2008,28,911050,20:36:00
2009/04/04,20:00:00,AFC Tubize,2247,KSVRoe,None,KSVRoe,20,0.0,1.0,True,2008,28,911051,20:20:00
2009/04/04,20:00:00,KV Mechelen,25,KVK,100,KVK,47,0.0,1.0,True,2008,28,911052,20:47:00
2009/04/04,20:00:00,KV Mechelen,25,KVK,100,KV Mechelen,68,1.0,1.0,True,2008,28,911052,21:08:00
2009/04/04,20:00:00,KRC Genk,290,KVCWes,None,KVCWes,31,0.0,1.0,True,2008,28,911053,20:31:00
2009/04/04,20:00:00,KRC Genk,290,KVCWes,None,KRC Genk,35,1.0,1.0,True,2008,28,911053,20:35:00
2009/04/04,20:00:00,KRC Genk,290,KVCWes,None,KVCWes,42,1.0,2.0,True,2008,28,911053,20:42:00
2009/04/04,20:00:00,KRC Genk,290,KVCWes,None,KVCWes,67,1.0,3.0,True,2008,28,911053,21:07:00
2009/04/04,20:00:00,KRC Genk,290,KVCWes,None,KVCWes,88,1.0,4.0,True,2008,28,911053,21:28:00
2009/04/05,18:00:00,Standard Luik,16,GBA,None,GBA,16,0.0,1.0,True,2008,28,913451,18:16:00
2009/04/05,18:00:00,Standard Luik,16,GBA,None,Standard Luik,23,1.0,1.0,True,2008,28,913451,18:23:00
2009/04/05,18:00:00,Standard Luik,16,GBA,None,Standard Luik,34,2.0,1.0,True,2008,28,913451,18:34:00
2009/04/05,18:00:00,Standard Luik,16,GBA,None,GBA,67,2.0,1.0,False,2008,28,913451,19:07:00
2009/04/05,18:00:00,Standard Luik,16,GBA,None,Standard Luik,83,3.0,1.0,True,2008,28,913451,19:23:00
2009/04/10,20:30:00,KSV Roeselare,134,Genk,290,KSV Roeselare,2,1.0,0.0,True,2008,29,911055,20:32:00
2009/04/11,20:00:00,Germ. Beerschot,155,Zulte,622,Zulte,45,0.0,1.0,True,2008,29,911056,20:45:00
2009/04/11,20:00:00,Germ. Beerschot,155,Zulte,622,Germ. Beerschot,81,1.0,1.0,True,2008,29,911056,21:21:00
2009/04/11,20:00:00,Germ. Beerschot,155,Zulte,622,Zulte,90,1.0,2.0,True,2008,29,911056,21:30:00
2009/04/11,20:00:00,KV Kortrijk,19,FCVDEH,None,FCVDEH,48,0.0,1.0,True,2008,29,911057,20:48:00
2009/04/11,20:00:00,KV Kortrijk,19,FCVDEH,None,KV Kortrijk,90,1.0,1.0,True,2008,29,911057,21:30:00
2009/04/11,20:00:00,KV Kortrijk,19,FCVDEH,None,FCVDEH,95,1.0,2.0,True,2008,29,911057,21:35:00
2009/04/11,20:00:00,RAEC Mons,44,KVM,None,KVM,35,0.0,1.0,True,2008,29,911058,20:35:00
2009/04/11,20:00:00,R Charleroi SC,29,Mous,376,R Charleroi SC,12,1.0,0.0,True,2008,29,911059,20:12:00
2009/04/11,20:00:00,Cercle Brugge,12,Tubize,482,Cercle Brugge,5,1.0,0.0,True,2008,29,911060,20:05:00
2009/04/11,20:00:00,Cercle Brugge,12,Tubize,482,Tubize,53,1.0,1.0,True,2008,29,911060,20:53:00
2009/04/11,20:00:00,Cercle Brugge,12,Tubize,482,Cercle Brugge,60,2.0,1.0,True,2008,29,911060,21:00:00
2009/04/11,20:00:00,Cercle Brugge,12,Tubize,482,Cercle Brugge,66,3.0,1.0,True,2008,29,911060,21:06:00
2009/04/11,20:00:00,Cercle Brugge,12,Tubize,482,Cercle Brugge,75,4.0,1.0,True,2008,29,911060,21:15:00
2009/04/11,20:00:00,Standard Luik,16,LOK,801,Standard Luik,6,1.0,0.0,True,2008,29,913452,20:06:00
2009/04/12,18:00:00,KAA Gent,7,KVCWes,None,KAA Gent,16,1.0,0.0,True,2008,29,911061,18:16:00
2009/04/12,18:00:00,KAA Gent,7,KVCWes,None,KAA Gent,23,2.0,0.0,True,2008,29,911061,18:23:00
2009/04/12,20:30:00,RSC Anderlecht,35,FCB,253,RSC Anderlecht,24,1.0,0.0,True,2008,29,911054,20:54:00
2009/04/17,20:30:00,KRC Genk,290,Gent,7,KRC Genk,10,1.0,0.0,True,2008,30,911066,20:40:00
2009/04/17,20:30:00,KRC Genk,290,Gent,7,Gent,33,1.0,1.0,True,2008,30,911066,21:03:00
2009/04/17,20:30:00,KRC Genk,290,Gent,7,Gent,62,1.0,2.0,True,2008,30,911066,21:32:00
2009/04/17,20:30:00,KRC Genk,290,Gent,7,KRC Genk,72,2.0,2.0,True,2008,30,911066,21:42:00
2009/04/18,20:00:00,Club Brugge,3,RAEC M,44,RAEC M,14,0.0,1.0,True,2008,30,911063,20:14:00
2009/04/18,20:00:00,Club Brugge,3,RAEC M,44,Club Brugge,33,1.0,1.0,True,2008,30,911063,20:33:00
2009/04/18,20:00:00,Club Brugge,3,RAEC M,44,RAEC M,46,1.0,2.0,True,2008,30,911063,20:46:00
2009/04/18,20:00:00,Club Brugge,3,RAEC M,44,Club Brugge,47,2.0,2.0,True,2008,30,911063,20:47:00
2009/04/18,20:00:00,Club Brugge,3,RAEC M,44,RAEC M,82,2.0,2.0,False,2008,30,911063,21:22:00
2009/04/18,20:00:00,Club Brugge,3,RAEC M,44,Club Brugge,83,3.0,2.0,True,2008,30,911063,21:23:00
2009/04/18,20:00:00,AFC Tubize,2247,RCSC,None,RCSC,14,0.0,1.0,True,2008,30,911064,20:14:00
2009/04/18,20:00:00,AFC Tubize,2247,RCSC,None,AFC Tubize,31,1.0,1.0,True,2008,30,911064,20:31:00
2009/04/18,20:00:00,AFC Tubize,2247,RCSC,None,AFC Tubize,49,2.0,1.0,True,2008,30,911064,20:49:00
2009/04/18,20:00:00,AFC Tubize,2247,RCSC,None,AFC Tubize,66,3.0,1.0,True,2008,30,911064,21:06:00
2009/04/18,20:00:00,KV Mechelen,25,Cercle,12,Cercle,55,0.0,1.0,True,2008,30,911065,20:55:00
2009/04/18,20:00:00,Zulte Waregem,2159,KVK,100,KVK,48,0.0,1.0,True,2008,30,911068,20:48:00
2009/04/18,20:00:00,Zulte Waregem,2159,KVK,100,KVK,52,0.0,1.0,False,2008,30,911068,20:52:00
2009/04/18,20:00:00,Zulte Waregem,2159,KVK,100,Zulte Waregem,57,1.0,1.0,True,2008,30,911068,20:57:00
2009/04/18,20:00:00,Zulte Waregem,2159,KVK,100,Zulte Waregem,71,2.0,1.0,True,2008,30,911068,21:11:00
2009/04/18,20:00:00,Zulte Waregem,2159,KVK,100,Zulte Waregem,77,3.0,1.0,True,2008,30,911068,21:17:00
2009/04/18,20:00:00,Zulte Waregem,2159,KVK,100,Zulte Waregem,81,4.0,1.0,True,2008,30,911068,21:21:00
2009/04/18,20:00:00,Zulte Waregem,2159,KVK,100,Zulte Waregem,88,5.0,1.0,True,2008,30,911068,21:28:00
2009/04/18,20:00:00,KSC Lokeren,201,GBA,None,KSC Lokeren,97,1.0,0.0,True,2008,30,911069,21:37:00
2009/04/18,20:00:00,Exc. Mouscron,None,SL,231,SL,13,0.0,1.0,True,2008,30,913453,20:13:00
2009/04/18,20:00:00,Exc. Mouscron,None,SL,231,SL,47,0.0,2.0,True,2008,30,913453,20:47:00
2009/04/18,20:00:00,Exc. Mouscron,None,SL,231,SL,64,0.0,3.0,True,2008,30,913453,21:04:00
2009/04/19,18:00:00,KVC Westerlo,867,RSCA,None,RSCA,53,0.0,1.0,True,2008,30,911062,18:53:00
2009/04/19,20:30:00,FCV Dender EH,1611,KSVRoe,None,FCV Dender EH,4,1.0,0.0,True,2008,30,911067,20:34:00
2009/04/19,20:30:00,FCV Dender EH,1611,KSVRoe,None,FCV Dender EH,63,2.0,0.0,True,2008,30,911067,21:33:00
2009/04/19,20:30:00,FCV Dender EH,1611,KSVRoe,None,FCV Dender EH,67,3.0,0.0,True,2008,30,911067,21:37:00
2009/04/19,20:30:00,FCV Dender EH,1611,KSVRoe,None,KSVRoe,68,3.0,1.0,True,2008,30,911067,21:38:00
2009/04/24,20:30:00,Germ. Beerschot,155,FCB,253,Germ. Beerschot,5,1.0,0.0,True,2008,31,911070,20:35:00
2009/04/24,20:30:00,Germ. Beerschot,155,FCB,253,Germ. Beerschot,88,2.0,0.0,True,2008,31,911070,21:58:00
2009/04/25,20:00:00,R Charleroi SC,29,Zulte,622,R Charleroi SC,88,1.0,0.0,True,2008,31,911072,21:28:00
2009/04/25,20:00:00,RSC Anderlecht,35,FCVDEH,None,RSC Anderlecht,38,1.0,0.0,True,2008,31,911074,20:38:00
2009/04/25,20:00:00,RSC Anderlecht,35,FCVDEH,None,RSC Anderlecht,40,2.0,0.0,True,2008,31,911074,20:40:00
2009/04/25,20:00:00,RSC Anderlecht,35,FCVDEH,None,RSC Anderlecht,42,3.0,0.0,True,2008,31,911074,20:42:00
2009/04/25,20:00:00,RSC Anderlecht,35,FCVDEH,None,RSC Anderlecht,76,4.0,0.0,True,2008,31,911074,21:16:00
2009/04/25,20:00:00,KSC Lokeren,201,Mous,376,KSC Lokeren,39,1.0,0.0,True,2008,31,911075,20:39:00
2009/04/25,20:00:00,KSC Lokeren,201,Mous,376,KSC Lokeren,62,2.0,0.0,True,2008,31,911075,21:02:00
2009/04/25,20:00:00,KSC Lokeren,201,Mous,376,KSC Lokeren,69,3.0,0.0,True,2008,31,911075,21:09:00
2009/04/25,20:00:00,KV Kortrijk,19,Tubize,482,KV Kortrijk,9,1.0,0.0,True,2008,31,911076,20:09:00
2009/04/25,20:00:00,KV Kortrijk,19,Tubize,482,Tubize,23,1.0,1.0,True,2008,31,911076,20:23:00
2009/04/25,20:00:00,KV Kortrijk,19,Tubize,482,KV Kortrijk,25,2.0,1.0,True,2008,31,911076,20:25:00
2009/04/25,20:00:00,KV Kortrijk,19,Tubize,482,KV Kortrijk,25,2.0,1.0,False,2008,31,911076,20:25:00
2009/04/25,20:00:00,KV Kortrijk,19,Tubize,482,Tubize,78,2.0,2.0,True,2008,31,911076,21:18:00
2009/04/25,20:00:00,RAEC Mons,44,KVCWes,None,KVCWes,1,0.0,1.0,True,2008,31,911077,20:01:00
2009/04/25,20:00:00,RAEC Mons,44,KVCWes,None,KVCWes,90,0.0,2.0,True,2008,31,911077,21:30:00
2009/04/25,20:00:00,Standard Luik,16,KVM,None,Standard Luik,12,1.0,0.0,True,2008,31,913454,20:12:00
2009/04/25,20:00:00,Standard Luik,16,KVM,None,Standard Luik,20,2.0,0.0,True,2008,31,913454,20:20:00
2009/04/25,20:00:00,Standard Luik,16,KVM,None,Standard Luik,29,3.0,0.0,True,2008,31,913454,20:29:00
2009/04/25,20:00:00,Standard Luik,16,KVM,None,Standard Luik,36,4.0,0.0,True,2008,31,913454,20:36:00
2009/04/25,20:00:00,Standard Luik,16,KVM,None,KVM,77,4.0,1.0,True,2008,31,913454,21:17:00
2009/04/26,18:00:00,KSV Roeselare,134,Gent,7,Gent,41,0.0,1.0,True,2008,31,911073,18:41:00
2009/04/26,18:00:00,KSV Roeselare,134,Gent,7,KSV Roeselare,56,1.0,1.0,True,2008,31,911073,18:56:00
2009/04/26,18:00:00,KSV Roeselare,134,Gent,7,Gent,81,1.0,2.0,True,2008,31,911073,19:21:00
2009/04/26,18:00:00,KSV Roeselare,134,Gent,7,Gent,89,1.0,3.0,True,2008,31,911073,19:29:00
2009/04/26,20:30:00,Cercle Brugge,12,Genk,290,Cercle Brugge,15,1.0,0.0,True,2008,31,911071,20:45:00
2009/04/26,20:30:00,Cercle Brugge,12,Genk,290,Genk,47,1.0,1.0,True,2008,31,911071,21:17:00
2009/04/26,20:30:00,Cercle Brugge,12,Genk,290,Genk,71,1.0,2.0,True,2008,31,911071,21:41:00
2009/05/01,20:30:00,Club Brugge,3,LOK,801,LOK,11,0.0,1.0,True,2008,32,911082,20:41:00
2009/05/01,20:30:00,Club Brugge,3,LOK,801,LOK,37,0.0,2.0,True,2008,32,911082,21:07:00
2009/05/01,20:30:00,Club Brugge,3,LOK,801,Club Brugge,60,0.0,2.0,False,2008,32,911082,21:30:00
2009/05/01,20:30:00,Club Brugge,3,LOK,801,LOK,70,0.0,3.0,True,2008,32,911082,21:40:00
2009/05/01,20:30:00,Club Brugge,3,LOK,801,Club Brugge,72,1.0,3.0,True,2008,32,911082,21:42:00
2009/05/01,20:30:00,Club Brugge,3,LOK,801,Club Brugge,80,2.0,3.0,True,2008,32,911082,21:50:00
2009/05/02,20:00:00,KV Mechelen,25,RCSC,None,RCSC,19,0.0,1.0,True,2008,32,911080,20:19:00
2009/05/02,20:00:00,KV Mechelen,25,RCSC,None,KV Mechelen,56,1.0,1.0,True,2008,32,911080,20:56:00
