seizoen,dag,datum,tijd,id_match,thuisploeg_stamnummer,thuisploeg,uitploeg,uitploeg_stamnummer,goal_,goal_team_naam,goal_team_stamnummer,stand_thuis,stand_uit,valid_goal
2010,1,2010/07/31,20:00:00,1030592,19,KV Kortrijk,FCB,253,55',KV Kortrijk,KV Kortrijk,1,0,True
2010,1,2010/07/31,20:00:00,1030593,25,KV Mechelen,LOK,801,48',KV Mechelen,KV Mechelen,1,0,True
2010,1,2010/07/31,20:00:00,1030593,25,KV Mechelen,LOK,801,78',KV Mechelen,KV Mechelen,2,0,True
2010,1,2010/07/31,20:00:00,1030595,35,RSC Anderlecht,Eupen,92,45+1',Eupen,Eupen,0,1,True
2010,1,2010/07/31,20:00:00,1030595,35,RSC Anderlecht,Eupen,92,59',RSC Anderlecht,RSC Anderlecht,1,1,True
2010,1,2010/07/31,20:00:00,1030595,35,RSC Anderlecht,Eupen,92,69',RSC Anderlecht,RSC Anderlecht,2,1,True
2010,1,2010/07/31,20:00:00,1030595,35,RSC Anderlecht,Eupen,92,74',RSC Anderlecht,RSC Anderlecht,3,1,True
2010,1,2010/07/31,20:00:00,1030595,35,RSC Anderlecht,Eupen,92,90+1',RSC Anderlecht,RSC Anderlecht,4,1,True
2010,1,2010/07/31,20:00:00,1030596,322,St-Truidense VV,Lierse,30,27',St-Truidense VV,St-Truidense VV,1,0,True
2010,1,2010/07/31,20:00:00,1042034,867,KVC Westerlo,Gent,7,88',Gent,Gent,0,1,True
2010,1,2010/08/01,18:00:00,1030597,12,Cercle Brugge,RCSC,22,25',Cercle Brugge,Cercle Brugge,1,0,True
2010,1,2010/08/01,18:00:00,1030597,12,Cercle Brugge,RCSC,22,81',RCSC,RCSC,1,1,True
2010,1,2010/08/01,20:30:00,1030598,290,KRC Genk,GBA,3530,7',GBA,GBA,0,1,True
2010,1,2010/08/01,20:30:00,1030598,290,KRC Genk,GBA,3530,15',KRC Genk,KRC Genk,1,1,True
2010,1,2010/08/01,20:30:00,1030598,290,KRC Genk,GBA,3530,78',GBA,GBA,1,1,False
2010,1,2010/08/01,20:30:00,1030598,290,KRC Genk,GBA,3530,85',KRC Genk,KRC Genk,2,1,True
2009,1,2009/07/31,20:30:00,955116,16,Standard Luik,STVV,373,24',STVV,STVV,0,1,True
2009,1,2009/07/31,20:30:00,955116,16,Standard Luik,STVV,373,38',Standard Luik,Standard Luik,1,1,True
2009,1,2009/07/31,20:30:00,955116,16,Standard Luik,STVV,373,56',Standard Luik,Standard Luik,2,1,True
2009,1,2009/07/31,20:30:00,955116,16,Standard Luik,STVV,373,74',STVV,STVV,2,2,True
2009,1,2009/07/31,20:30:00,955116,16,Standard Luik,STVV,373,90+1',Standard Luik,Standard Luik,2,2,False
2009,1,2009/08/01,20:00:00,955117,290,KRC Genk,Mous,376,4',Mous,Mous,0,1,True
2009,1,2009/08/01,20:00:00,955117,290,KRC Genk,Mous,376,77',Mous,Mous,0,2,True
2009,1,2009/08/01,20:00:00,955117,290,KRC Genk,Mous,376,90+1',KRC Genk,KRC Genk,1,2,True
2009,1,2009/08/01,20:00:00,955120,134,KSV Roeselare,GBA,3530,82',KSV Roeselare,KSV Roeselare,1,0,True
2009,1,2009/08/01,20:00:00,955120,134,KSV Roeselare,GBA,3530,90+3',GBA,GBA,1,1,True
2009,1,2009/08/01,20:00:00,955121,19,KV Kortrijk,RSCA,35,8',RSCA,RSCA,0,1,True
2009,1,2009/08/01,20:00:00,955121,19,KV Kortrijk,RSCA,35,71',RSCA,RSCA,0,2,True
2009,1,2009/08/01,20:00:00,955122,25,KV Mechelen,KVCWes,2024,15',KV Mechelen,KV Mechelen,1,0,True
2009,1,2009/08/01,20:00:00,955122,25,KV Mechelen,KVCWes,2024,27',KV Mechelen,KV Mechelen,2,0,True
2009,1,2009/08/01,20:00:00,955122,25,KV Mechelen,KVCWes,2024,66',KV Mechelen,KV Mechelen,3,0,True
2009,1,2009/08/01,20:00:00,955122,25,KV Mechelen,KVCWes,2024,72',KV Mechelen,KV Mechelen,4,0,True
2009,1,2009/08/01,20:00:00,955122,25,KV Mechelen,KVCWes,2024,84',KVCWes,KVCWes,4,1,True
2009,1,2009/08/01,20:00:00,955123,201,KSC Lokeren,Zulte,622,9',KSC Lokeren,KSC Lokeren,1,0,True
2009,1,2009/08/01,20:00:00,955123,201,KSC Lokeren,Zulte,622,22',KSC Lokeren,KSC Lokeren,1,0,False
2009,1,2009/08/01,20:00:00,955123,201,KSC Lokeren,Zulte,622,83',Zulte,Zulte,1,1,True
2009,1,2009/08/02,18:00:00,955119,29,R Charleroi SC,FCB,253,4',FCB,FCB,0,1,True
2009,1,2009/08/02,18:00:00,955119,29,R Charleroi SC,FCB,253,28',R Charleroi SC,R Charleroi SC,1,1,True
2009,1,2009/08/02,18:00:00,955119,29,R Charleroi SC,FCB,253,29',R Charleroi SC,R Charleroi SC,1,1,False
2009,1,2009/08/02,18:00:00,955119,29,R Charleroi SC,FCB,253,37',FCB,FCB,1,2,True
2009,1,2009/08/02,18:00:00,955119,29,R Charleroi SC,FCB,253,41',R Charleroi SC,R Charleroi SC,1,2,False
2009,1,2009/08/02,18:00:00,955119,29,R Charleroi SC,FCB,253,69',R Charleroi SC,R Charleroi SC,1,2,False
2009,1,2009/08/02,20:30:00,955118,12,Cercle Brugge,Gent,7,7',Cercle Brugge,Cercle Brugge,1,0,True
2009,1,2009/08/02,20:30:00,955118,12,Cercle Brugge,Gent,7,47',Gent,Gent,1,1,True
2009,1,2009/08/02,20:30:00,955118,12,Cercle Brugge,Gent,7,61',Gent,Gent,1,2,True
2009,1,2009/08/02,20:30:00,955118,12,Cercle Brugge,Gent,7,81',Gent,Gent,1,3,True
2008,1,2008/08/16,20:00:00,910832,12,Cercle Brugge,RSCA,35,16',RSCA,RSCA,0,1,True
2008,1,2008/08/16,20:00:00,910832,12,Cercle Brugge,RSCA,35,59',RSCA,RSCA,0,2,True
2008,1,2008/08/16,20:00:00,910832,12,Cercle Brugge,RSCA,35,86',RSCA,RSCA,0,3,True
2008,1,2008/08/16,20:00:00,910835,134,KSV Roeselare,KVK,100,9',KVK,KVK,0,1,True
2008,1,2008/08/16,20:00:00,910835,134,KSV Roeselare,KVK,100,42',KSV Roeselare,KSV Roeselare,1,1,True
2008,1,2008/08/16,20:00:00,910835,134,KSV Roeselare,KVK,100,46',KSV Roeselare,KSV Roeselare,2,1,True
2008,1,2008/08/16,20:00:00,910835,134,KSV Roeselare,KVK,100,70',KVK,KVK,2,2,True
2008,1,2008/08/16,20:00:00,910835,134,KSV Roeselare,KVK,100,87',KVK,KVK,2,2,False
2008,1,2008/08/16,20:00:00,910836,2247,AFC Tubize,Mous,376,14',Mous,Mous,0,1,True
2008,1,2008/08/16,20:00:00,910836,2247,AFC Tubize,Mous,376,72',Mous,Mous,0,2,True
2008,1,2008/08/16,20:00:00,910836,2247,AFC Tubize,Mous,376,86',AFC Tubize,AFC Tubize,1,2,True
2008,1,2008/08/16,20:00:00,910837,867,KVC Westerlo,RCSC,22,18',KVC Westerlo,KVC Westerlo,1,0,True
2008,1,2008/08/16,20:00:00,913424,1611,FCV Dender EH,SL,231,5',SL,SL,0,1,True
2008,1,2008/08/16,20:00:00,913424,1611,FCV Dender EH,SL,231,48',FCV Dender EH,FCV Dender EH,1,1,True
2008,1,2008/08/16,20:00:00,913424,1611,FCV Dender EH,SL,231,58',SL,SL,1,2,True
2008,1,2008/08/16,20:00:00,913424,1611,FCV Dender EH,SL,231,61',SL,SL,1,3,True
2008,1,2008/08/17,18:00:00,910833,7,KAA Gent,RAEC M,44,13',KAA Gent,KAA Gent,1,0,True
2008,1,2008/08/17,18:00:00,910833,7,KAA Gent,RAEC M,44,21',KAA Gent,KAA Gent,2,0,True
2008,1,2008/08/17,18:00:00,910833,7,KAA Gent,RAEC M,44,29',KAA Gent,KAA Gent,3,0,True
2008,1,2008/08/17,18:00:00,910833,7,KAA Gent,RAEC M,44,52',KAA Gent,KAA Gent,4,0,True
2008,1,2008/08/17,18:00:00,910833,7,KAA Gent,RAEC M,44,59',KAA Gent,KAA Gent,5,0,True
2008,1,2008/08/17,20:30:00,910830,290,KRC Genk,GBA,3530,19',KRC Genk,KRC Genk,1,0,True
2008,1,2008/08/17,20:30:00,910830,290,KRC Genk,GBA,3530,75',GBA,GBA,1,1,True
2008,1,2008/09/24,20:30:00,910834,25,KV Mechelen,FCB,253,38',FCB,FCB,0,1,True
2008,1,2008/09/24,20:30:00,910834,25,KV Mechelen,FCB,253,47',KV Mechelen,KV Mechelen,1,1,True
2008,1,2008/09/24,20:30:00,910834,25,KV Mechelen,FCB,253,80',FCB,FCB,1,1,False
2008,1,2008/09/24,20:30:00,910834,25,KV Mechelen,FCB,253,83',FCB,FCB,1,1,False
2007,1,2007/08/03,20:30:00,79866,25,KV Mechelen,RSCA,35,89',RSCA,RSCA,0,1,True
2007,1,2007/08/04,20:00:00,79867,29,R Charleroi SC,KSVRoe,134,1',R Charleroi SC,R Charleroi SC,1,0,True
2007,1,2007/08/04,20:00:00,79867,29,R Charleroi SC,KSVRoe,134,66',KSVRoe,KSVRoe,1,1,True
2007,1,2007/08/04,20:00:00,79868,3,Club Brugge,RAEC M,44,25',Club Brugge,Club Brugge,1,0,True
2007,1,2007/08/04,20:00:00,79868,3,Club Brugge,RAEC M,44,44',RAEC M,RAEC M,1,1,True
2007,1,2007/08/04,20:00:00,79868,3,Club Brugge,RAEC M,44,58',Club Brugge,Club Brugge,2,1,True
2007,1,2007/08/04,20:00:00,79869,1611,FCV Dender EH,GBA,3530,52',FCV Dender EH,FCV Dender EH,1,0,True
2007,1,2007/08/04,20:00:00,79869,1611,FCV Dender EH,GBA,3530,57',GBA,GBA,1,1,True
2007,1,2007/08/04,20:00:00,79869,1611,FCV Dender EH,GBA,3530,76',GBA,GBA,1,2,True
2007,1,2007/08/04,20:00:00,79870,1,FC Brussel,KVCWes,2024,56',KVCWes,KVCWes,0,1,True
2007,1,2007/08/04,20:00:00,79870,1,FC Brussel,KVCWes,2024,59',KVCWes,KVCWes,0,1,False
2007,1,2007/08/04,20:00:00,79870,1,FC Brussel,KVCWes,2024,76',FC Brussel,FC Brussel,0,1,False
2007,1,2007/08/04,20:00:00,79871,290,KRC Genk,Cercle,12,8',KRC Genk,KRC Genk,1,0,True
2007,1,2007/08/04,20:00:00,79871,290,KRC Genk,Cercle,12,21',KRC Genk,KRC Genk,2,0,True
2007,1,2007/08/04,20:00:00,79871,290,KRC Genk,Cercle,12,24',Cercle,Cercle,2,1,True
2007,1,2007/08/04,20:00:00,79871,290,KRC Genk,Cercle,12,36',KRC Genk,KRC Genk,3,1,True
2007,1,2007/08/04,20:00:00,79872,201,KSC Lokeren,STVV,373,31',KSC Lokeren,KSC Lokeren,1,0,True
2007,1,2007/08/04,20:00:00,79872,201,KSC Lokeren,STVV,373,64',STVV,STVV,1,1,True
2007,1,2007/08/04,20:00:00,79872,201,KSC Lokeren,STVV,373,73',KSC Lokeren,KSC Lokeren,2,1,True
2007,1,2007/08/05,18:00:00,79873,224,Exc. Mouscron,Gent,7,7',Gent,Gent,0,1,True
2007,1,2007/08/05,18:00:00,79873,224,Exc. Mouscron,Gent,7,8',Exc. Mouscron,Exc. Mouscron,1,1,True
2007,1,2007/08/05,18:00:00,79873,224,Exc. Mouscron,Gent,7,15',Gent,Gent,1,2,True
2007,1,2007/08/05,18:00:00,79873,224,Exc. Mouscron,Gent,7,68',Gent,Gent,1,3,True
2007,1,2007/08/05,18:00:00,79873,224,Exc. Mouscron,Gent,7,90',Gent,Gent,1,4,True
2007,1,2007/08/05,20:30:00,79874,2159,Zulte Waregem,SL,231,34',Zulte Waregem,Zulte Waregem,1,0,True
2007,1,2007/08/05,20:30:00,79874,2159,Zulte Waregem,SL,231,37',SL,SL,1,1,True
2007,1,2007/08/05,20:30:00,79874,2159,Zulte Waregem,SL,231,48',SL,SL,1,2,True
2007,1,2007/08/05,20:30:00,79874,2159,Zulte Waregem,SL,231,50',SL,SL,1,3,True
2007,1,2007/08/05,20:30:00,79874,2159,Zulte Waregem,SL,231,83',SL,SL,1,4,True
2006,1,2006/07/28,20:30:00,54459,3,Club Brugge,Gent,7,24',Club Brugge,Club Brugge,1,0,True
2006,1,2006/07/28,20:30:00,54459,3,Club Brugge,Gent,7,34',Club Brugge,Club Brugge,2,0,True
2006,1,2006/07/28,20:30:00,54459,3,Club Brugge,Gent,7,75',Club Brugge,Club Brugge,3,0,True
2006,1,2006/07/28,20:30:00,54459,3,Club Brugge,Gent,7,84',Club Brugge,Club Brugge,4,0,True
2006,1,2006/07/28,20:30:00,54459,3,Club Brugge,Gent,7,90',Club Brugge,Club Brugge,5,0,True
2006,1,2006/07/29,20:00:00,54461,1,FC Brussel,RAEC M,44,60',FC Brussel,FC Brussel,1,0,True
2006,1,2006/07/29,20:00:00,54461,1,FC Brussel,RAEC M,44,69',RAEC M,RAEC M,1,0,False
2006,1,2006/07/29,20:00:00,54462,290,KRC Genk,Zulte,622,10',KRC Genk,KRC Genk,1,0,True
2006,1,2006/07/29,20:00:00,54462,290,KRC Genk,Zulte,622,15',KRC Genk,KRC Genk,2,0,True
2006,1,2006/07/29,20:00:00,54462,290,KRC Genk,Zulte,622,56',Zulte,Zulte,2,1,True
2006,1,2006/07/29,20:00:00,54462,290,KRC Genk,Zulte,622,66',KRC Genk,KRC Genk,3,1,True
2006,1,2006/07/29,20:00:00,54463,155,Germ. Beerschot,BEV,768,26',Germ. Beerschot,Germ. Beerschot,1,0,True
2006,1,2006/07/29,20:00:00,54464,224,Exc. Mouscron,Cercle,12,12',Exc. Mouscron,Exc. Mouscron,1,0,True
2006,1,2006/07/29,20:00:00,54464,224,Exc. Mouscron,Cercle,12,28',Exc. Mouscron,Exc. Mouscron,2,0,True
2006,1,2006/07/29,20:00:00,54464,224,Exc. Mouscron,Cercle,12,56',Cercle,Cercle,2,1,True
2006,1,2006/07/30,18:00:00,54465,201,KSC Lokeren,SL,231,14',KSC Lokeren,KSC Lokeren,1,0,True
2006,1,2006/07/30,18:00:00,54465,201,KSC Lokeren,SL,231,27',SL,SL,1,1,True
2006,1,2006/07/30,18:00:00,54465,201,KSC Lokeren,SL,231,43',KSC Lokeren,KSC Lokeren,2,1,True
2006,1,2006/07/30,18:00:00,54465,201,KSC Lokeren,SL,231,85',KSC Lokeren,KSC Lokeren,2,1,False
2006,1,2006/07/30,20:30:00,54466,867,KVC Westerlo,KSVRoe,134,65',KVC Westerlo,KVC Westerlo,1,0,True
2006,1,2006/07/30,20:30:00,54466,867,KVC Westerlo,KSVRoe,134,67',KVC Westerlo,KVC Westerlo,2,0,True
2006,1,2006/07/30,20:30:00,54466,867,KVC Westerlo,KSVRoe,134,85',KSVRoe,KSVRoe,2,1,True
2006,1,2006/07/30,20:30:00,54466,867,KVC Westerlo,KSVRoe,134,85',KSVRoe,KSVRoe,2,1,False
2006,1,2006/07/30,20:30:00,54467,322,St-Truidense VV,RSCA,35,20',RSCA,RSCA,2,1,False
2006,1,2006/07/30,20:30:00,54467,322,St-Truidense VV,RSCA,35,51',RSCA,RSCA,0,1,True
2006,1,2006/07/30,20:30:00,54467,322,St-Truidense VV,RSCA,35,59',St-Truidense VV,St-Truidense VV,1,1,True
2006,1,2006/07/30,20:30:00,54467,322,St-Truidense VV,RSCA,35,69',St-Truidense VV,St-Truidense VV,2,1,True
2006,1,2006/07/30,20:30:00,54467,322,St-Truidense VV,RSCA,35,77',RSCA,RSCA,2,2,True
2006,1,2006/07/30,20:30:00,54467,322,St-Truidense VV,RSCA,35,88',RSCA,RSCA,2,3,True
2006,1,2006/07/30,20:30:00,54467,322,St-Truidense VV,RSCA,35,89',RSCA,RSCA,2,4,True
2005,1,2005/08/05,20:30:00,39562,3,Club Brugge,Mous,376,12',Club Brugge,Club Brugge,1,0,True
2005,1,2005/08/05,20:30:00,39562,3,Club Brugge,Mous,376,24',Club Brugge,Club Brugge,2,0,True
2005,1,2005/08/06,18:00:00,39563,16,Standard Luik,Lierse,30,5',Standard Luik,Standard Luik,1,0,True
2005,1,2005/08/06,18:00:00,39563,16,Standard Luik,Lierse,30,24',Lierse,Lierse,1,1,True
2005,1,2005/08/06,18:00:00,39563,16,Standard Luik,Lierse,30,38',Lierse,Lierse,1,1,False
2005,1,2005/08/06,18:00:00,39563,16,Standard Luik,Lierse,30,44',Standard Luik,Standard Luik,2,1,True
2005,1,2005/08/06,18:00:00,39563,16,Standard Luik,Lierse,30,87',Standard Luik,Standard Luik,2,1,False
2005,1,2005/08/06,18:00:00,39563,16,Standard Luik,Lierse,30,90',Standard Luik,Standard Luik,3,1,True
2005,1,2005/08/06,20:00:00,39564,867,KVC Westerlo,Cercle,12,8',KVC Westerlo,KVC Westerlo,1,0,True
2005,1,2005/08/06,20:00:00,39564,867,KVC Westerlo,Cercle,12,12',KVC Westerlo,KVC Westerlo,2,0,True
2005,1,2005/08/06,20:00:00,39565,7,KAA Gent,Zulte,622,36',Zulte,Zulte,0,1,True
2005,1,2005/08/06,20:00:00,39565,7,KAA Gent,Zulte,622,43',KAA Gent,KAA Gent,1,1,True
2005,1,2005/08/06,20:00:00,39565,7,KAA Gent,Zulte,622,53',Zulte,Zulte,1,2,True
2005,1,2005/08/06,20:00:00,39565,7,KAA Gent,Zulte,622,85',Zulte,Zulte,1,3,True
2005,1,2005/08/06,20:00:00,39566,201,KSC Lokeren,Genk,290,48',KSC Lokeren,KSC Lokeren,1,0,True
2005,1,2005/08/06,20:00:00,39566,201,KSC Lokeren,Genk,290,80',Genk,Genk,1,1,True
2005,1,2005/08/06,20:00:00,39567,322,St-Truidense VV,KSVRoe,134,19',St-Truidense VV,St-Truidense VV,1,0,True
2005,1,2005/08/06,20:00:00,39568,35,RSC Anderlecht,RAA La,51,9',RSC Anderlecht,RSC Anderlecht,1,0,True
2005,1,2005/08/06,20:00:00,39568,35,RSC Anderlecht,RAA La,51,25',RSC Anderlecht,RSC Anderlecht,2,0,True
2005,1,2005/08/06,20:00:00,39568,35,RSC Anderlecht,RAA La,51,44',RSC Anderlecht,RSC Anderlecht,3,0,True
2005,1,2005/08/06,20:00:00,39568,35,RSC Anderlecht,RAA La,51,61',RSC Anderlecht,RSC Anderlecht,4,0,True
2005,1,2005/08/06,20:00:00,39568,35,RSC Anderlecht,RAA La,51,65',RSC Anderlecht,RSC Anderlecht,5,0,True
2005,1,2005/08/06,20:00:00,39568,35,RSC Anderlecht,RAA La,51,85',RSC Anderlecht,RSC Anderlecht,6,0,True
2005,1,2005/08/06,20:00:00,39569,968,KSK Beveren,FCB,253,39',FCB,FCB,0,1,True
2005,1,2005/08/06,20:00:00,39569,968,KSK Beveren,FCB,253,90',FCB,FCB,0,2,True
2005,1,2005/08/07,18:00:00,39570,29,R Charleroi SC,GBA,3530,59',R Charleroi SC,R Charleroi SC,1,0,True
2005,1,2005/08/07,18:00:00,39570,29,R Charleroi SC,GBA,3530,90',R Charleroi SC,R Charleroi SC,2,0,True
2004,1,2004/08/06,20:30:00,24696,224,Exc. Mouscron,RSCA,35,41',Exc. Mouscron,Exc. Mouscron,1,0,True
2004,1,2004/08/06,20:30:00,24696,224,Exc. Mouscron,RSCA,35,61',Exc. Mouscron,Exc. Mouscron,2,0,True
2004,1,2004/08/07,18:00:00,24697,968,KSK Beveren,FCB,253,2',KSK Beveren,KSK Beveren,1,0,True
2004,1,2004/08/07,18:00:00,24697,968,KSK Beveren,FCB,253,6',FCB,FCB,1,1,True
2004,1,2004/08/07,20:00:00,24698,1,FC Brussel,Genk,290,90',Genk,Genk,0,1,True
2004,1,2004/08/07,20:00:00,24699,4079,Lierse SK,SL,231,23',SL,SL,0,1,True
2004,1,2004/08/07,20:00:00,24699,4079,Lierse SK,SL,231,67',Lierse SK,Lierse SK,1,1,True
2004,1,2004/08/07,20:00:00,24700,7,KAA Gent,GBA,3530,51',KAA Gent,KAA Gent,1,1,False
2004,1,2004/08/07,20:00:00,24700,7,KAA Gent,GBA,3530,52',GBA,GBA,0,1,True
2004,1,2004/08/07,20:00:00,24701,12,Cercle Brugge,LOK,801,28',Cercle Brugge,Cercle Brugge,1,0,True
2004,1,2004/08/07,20:00:00,24701,12,Cercle Brugge,LOK,801,39',LOK,LOK,1,1,True
2004,1,2004/08/07,20:00:00,24701,12,Cercle Brugge,LOK,801,75',LOK,LOK,1,2,True
2004,1,2004/08/07,20:00:00,24701,12,Cercle Brugge,LOK,801,83',Cercle Brugge,Cercle Brugge,2,2,True
2004,1,2004/08/08,15:00:00,24703,31,KV Oostende,KVCWes,2024,32',KVCWes,KVCWes,0,1,True
2004,1,2004/08/08,15:00:00,24703,31,KV Oostende,KVCWes,2024,45',KVCWes,KVCWes,0,2,True
2004,1,2004/08/08,15:00:00,24703,31,KV Oostende,KVCWes,2024,53',KV Oostende,KV Oostende,1,2,True
2004,1,2004/08/08,15:00:00,24703,31,KV Oostende,KVCWes,2024,56',KV Oostende,KV Oostende,2,2,True
2004,1,2004/08/08,15:00:00,24703,31,KV Oostende,KVCWes,2024,61',KVCWes,KVCWes,2,3,True
2004,1,2004/08/08,15:00:00,24703,31,KV Oostende,KVCWes,2024,65',KV Oostende,KV Oostende,3,3,True
2004,1,2004/08/08,15:00:00,24704,29,R Charleroi SC,RAA La,51,34',RAA La,RAA La,0,1,True
2004,1,2004/08/08,15:00:00,24704,29,R Charleroi SC,RAA La,51,36',R Charleroi SC,R Charleroi SC,0,1,False
2004,1,2004/08/08,15:00:00,24704,29,R Charleroi SC,RAA La,51,37',RAA La,RAA La,0,2,True
2004,1,2004/08/08,15:00:00,24704,29,R Charleroi SC,RAA La,51,44',R Charleroi SC,R Charleroi SC,1,2,True
2004,1,2004/08/08,15:00:00,24704,29,R Charleroi SC,RAA La,51,45',RAA La,RAA La,1,3,True
2004,1,2004/08/08,15:00:00,24704,29,R Charleroi SC,RAA La,51,47',R Charleroi SC,R Charleroi SC,2,3,True
2004,1,2004/08/08,15:00:00,24704,29,R Charleroi SC,RAA La,51,77',RAA La,RAA La,2,4,True
2004,1,2004/08/08,15:00:00,24704,29,R Charleroi SC,RAA La,51,81',RAA La,RAA La,2,5,True
2003,1,2003/08/08,20:30:00,413,3,Club Brugge,Genk,290,58',Club Brugge,Club Brugge,1,0,True
2003,1,2003/08/09,20:00:00,420,35,RSC Anderlecht,RAFC,2449,35',RSC Anderlecht,RSC Anderlecht,1,0,True
2003,1,2003/08/09,20:00:00,420,35,RSC Anderlecht,RAFC,2449,38',RAFC,RAFC,1,1,True
2003,1,2003/08/09,20:00:00,420,35,RSC Anderlecht,RAFC,2449,45+2',RSC Anderlecht,RSC Anderlecht,2,1,True
2003,1,2003/08/09,20:00:00,420,35,RSC Anderlecht,RAFC,2449,82',RSC Anderlecht,RSC Anderlecht,3,1,True
2003,1,2003/08/09,20:00:00,421,29,R Charleroi SC,Lierse,30,88',Lierse,Lierse,0,1,True
2003,1,2003/08/09,20:00:00,423,155,Germ. Beerschot,RAEC M,44,52',Germ. Beerschot,Germ. Beerschot,1,0,True
2003,1,2003/08/10,15:00:00,443,968,KSK Beveren,Gent,7,3',Gent,Gent,0,1,True
2003,1,2003/08/10,15:00:00,443,968,KSK Beveren,Gent,7,20',KSK Beveren,KSK Beveren,1,1,True
2003,1,2003/08/10,15:00:00,443,968,KSK Beveren,Gent,7,44',KSK Beveren,KSK Beveren,2,1,True
2003,1,2003/08/10,15:00:00,443,968,KSK Beveren,Gent,7,45',Gent,Gent,2,2,True
2003,1,2003/08/10,15:00:00,443,968,KSK Beveren,Gent,7,52',KSK Beveren,KSK Beveren,2,2,False
2003,1,2003/08/10,15:00:00,443,968,KSK Beveren,Gent,7,63',KSK Beveren,KSK Beveren,2,2,False
2003,1,2003/08/10,15:00:00,443,968,KSK Beveren,Gent,7,65',Gent,Gent,2,3,True
2003,1,2003/08/10,15:00:00,443,968,KSK Beveren,Gent,7,73',KSK Beveren,KSK Beveren,2,3,False
2003,1,2003/08/10,15:00:00,443,968,KSK Beveren,Gent,7,74',Gent,Gent,2,4,True
2003,1,2003/08/10,20:00:00,445,224,Exc. Mouscron,SL,231,8',SL,SL,0,1,True
2003,1,2003/08/10,20:00:00,445,224,Exc. Mouscron,SL,231,33',SL,SL,0,2,True
2003,1,2003/08/10,20:00:00,445,224,Exc. Mouscron,SL,231,44',Exc. Mouscron,Exc. Mouscron,1,2,True
2003,1,2003/08/10,20:00:00,445,224,Exc. Mouscron,SL,231,82',Exc. Mouscron,Exc. Mouscron,2,2,True
2002,1,2002/08/09,20:00:00,977635,290,KRC Genk,LOK,801,18',LOK,LOK,0,1,True
2002,1,2002/08/09,20:00:00,977635,290,KRC Genk,LOK,801,48',LOK,LOK,0,2,True
2002,1,2002/08/09,20:00:00,977635,290,KRC Genk,LOK,801,52',KRC Genk,KRC Genk,1,2,True
2002,1,2002/08/09,20:00:00,977635,290,KRC Genk,LOK,801,58',KRC Genk,KRC Genk,2,2,True
2002,1,2002/08/09,20:00:00,977635,290,KRC Genk,LOK,801,85',LOK,LOK,2,3,True
2002,1,2002/08/09,20:30:00,977636,16,Standard Luik,Mous,376,72',Mous,Mous,0,1,True
2002,1,2002/08/09,20:30:00,977636,16,Standard Luik,Mous,376,82',Mous,Mous,0,2,True
2002,1,2002/08/09,20:30:00,977636,16,Standard Luik,Mous,376,89',Mous,Mous,0,3,True
2002,1,2002/08/10,20:00:00,977641,867,KVC Westerlo,RSCA,35,35',RSCA,RSCA,0,1,True
2002,1,2002/08/10,20:00:00,977641,867,KVC Westerlo,RSCA,35,88',RSCA,RSCA,0,2,True
2002,1,2002/08/10,20:00:00,977642,25,KV Mechelen,RCSC,22,58',KV Mechelen,KV Mechelen,1,0,True
2002,1,2002/08/10,20:00:00,977638,155,Germ. Beerschot,STVV,373,20',Germ. Beerschot,Germ. Beerschot,1,0,True
2002,1,2002/08/10,20:00:00,977638,155,Germ. Beerschot,STVV,373,25',Germ. Beerschot,Germ. Beerschot,2,0,True
2002,1,2002/08/10,20:00:00,977638,155,Germ. Beerschot,STVV,373,39',STVV,STVV,2,1,True
2002,1,2002/08/10,20:00:00,977638,155,Germ. Beerschot,STVV,373,50',Germ. Beerschot,Germ. Beerschot,3,1,True
2002,1,2002/08/10,20:00:00,977638,155,Germ. Beerschot,STVV,373,74',STVV,STVV,3,2,True
2002,1,2002/08/10,20:00:00,977639,855,Lommel SK,Lierse,30,19',Lommel SK,Lommel SK,1,0,True
2002,1,2002/08/10,20:00:00,977639,855,Lommel SK,Lierse,30,61',Lierse,Lierse,1,1,True
2002,1,2002/08/10,20:00:00,977639,855,Lommel SK,Lierse,30,70',Lierse,Lierse,1,2,True
2002,1,2002/08/10,20:00:00,977640,968,KSK Beveren,RAEC M,44,17',KSK Beveren,KSK Beveren,1,0,True
2002,1,2002/08/10,20:00:00,977640,968,KSK Beveren,RAEC M,44,36',KSK Beveren,KSK Beveren,2,0,True
2002,1,2002/08/10,20:00:00,977640,968,KSK Beveren,RAEC M,44,46',KSK Beveren,KSK Beveren,3,0,True
2002,1,2002/08/11,20:00:00,977643,51,La Louviere,FCB,253,11',FCB,FCB,0,1,True
2002,1,2002/08/11,20:00:00,977643,51,La Louviere,FCB,253,20',La Louviere,La Louviere,1,1,True
2002,1,2002/08/11,20:00:00,977643,51,La Louviere,FCB,253,50',FCB,FCB,1,2,True
2001,1,2001/08/11,20:00:00,991407,35,RSC Anderlecht,RAFC,2449,47',RSC Anderlecht,RSC Anderlecht,1,0,True
2001,1,2001/08/11,20:00:00,991407,35,RSC Anderlecht,RAFC,2449,55',RSC Anderlecht,RSC Anderlecht,2,0,True
2001,1,2001/08/11,20:00:00,991407,35,RSC Anderlecht,RAFC,2449,63',RSC Anderlecht,RSC Anderlecht,3,0,True
