seizoen,dag,datum,tijd,id_match,thuisploeg_stamnummer,thuisploeg,uitploeg,uitploeg_stamnummer,goal_,goal_team_naam,goal_team_stamnummer,stand_thuis,stand_uit,valid_goal
1994,1,1994/08/19,20:30:00,3666598,16,Standard Luik,RAFC,2449,87',Standard Luik,Standard Luik,3,1,True
1994,1,1994/08/20,20:00:00,3666599,855,Lommel SK,Lierse,30,16',Lommel SK,Lommel SK,1,0,True
1994,1,1994/08/20,20:00:00,3666599,855,Lommel SK,Lierse,30,48',Lommel SK,Lommel SK,2,0,True
1994,1,1994/08/20,20:00:00,3666599,855,Lommel SK,Lierse,30,61',Lierse,Lierse,2,1,True
1994,1,1994/08/20,20:00:00,3666599,855,Lommel SK,Lierse,30,63',Lierse,Lierse,2,2,True
1994,1,1994/08/20,20:00:00,3666599,855,Lommel SK,Lierse,30,65',Lierse,Lierse,2,3,True
1994,1,1994/08/20,20:00:00,3666600,29,R Charleroi SC,KVM,25,68',KVM,KVM,0,1,True
1994,1,1994/08/20,20:00:00,3666601,4146,RWD Molenbeek,FCB,253,47',RWD Molenbeek,RWD Molenbeek,1,0,True
1994,1,1994/08/20,20:00:00,3666601,4146,RWD Molenbeek,FCB,253,66',FCB,FCB,1,1,True
1994,1,1994/08/20,20:00:00,3666602,7,KAA Gent,BEV,768,16',KAA Gent,KAA Gent,1,0,True
1994,1,1994/08/20,20:00:00,3666602,7,KAA Gent,BEV,768,55',BEV,BEV,1,1,True
1994,1,1994/08/20,20:00:00,3666602,7,KAA Gent,BEV,768,56',KAA Gent,KAA Gent,2,1,True
1994,1,1994/08/20,20:00:00,3666603,12,Cercle Brugge,RSCA,35,8',Cercle Brugge,Cercle Brugge,1,0,True
1994,1,1994/08/20,20:00:00,3666603,12,Cercle Brugge,RSCA,35,20',Cercle Brugge,Cercle Brugge,2,0,True
1994,1,1994/08/20,20:00:00,3666603,12,Cercle Brugge,RSCA,35,74',RSCA,RSCA,2,1,True
1994,1,1994/08/20,20:00:00,3666604,16,RC Luik,STVV,373,16',RC Luik,RC Luik,1,0,True
1994,1,1994/08/20,20:00:00,3666604,16,RC Luik,STVV,373,25',STVV,STVV,1,1,True
1994,1,1994/08/21,15:00:00,3666605,31,KV Oostende,RFC Se,167,29',KV Oostende,KV Oostende,1,0,True
1994,1,1994/08/21,15:00:00,3666605,31,KV Oostende,RFC Se,167,70',RFC Se,RFC Se,1,1,True
1994,1,1994/08/21,15:00:00,3666605,31,KV Oostende,RFC Se,167,87',RFC Se,RFC Se,1,2,True
1994,1,1994/08/21,15:00:00,3666606,3840,Germinal Ekeren,Aalst,90,3',Germinal Ekeren,Germinal Ekeren,1,0,True
1994,1,1994/08/21,15:00:00,3666606,3840,Germinal Ekeren,Aalst,90,11',Germinal Ekeren,Germinal Ekeren,2,0,True
1994,1,1994/08/21,15:00:00,3666606,3840,Germinal Ekeren,Aalst,90,21',Aalst,Aalst,2,1,True
1994,1,1994/08/21,15:00:00,3666606,3840,Germinal Ekeren,Aalst,90,39',Aalst,Aalst,2,2,True
1994,1,1994/08/21,15:00:00,3666606,3840,Germinal Ekeren,Aalst,90,45',Aalst,Aalst,2,3,True
1993,1,1993/08/07,20:00:00,3567788,7,KAA Gent,Cercle,12,66',KAA Gent,KAA Gent,1,0,True
1993,1,1993/08/07,20:00:00,3567788,7,KAA Gent,Cercle,12,85',KAA Gent,KAA Gent,2,0,True
1993,1,1993/08/07,20:00:00,3567789,29,R Charleroi SC,Genk,290,27',Genk,Genk,0,1,True
1993,1,1993/08/07,20:00:00,3567789,29,R Charleroi SC,Genk,290,64',R Charleroi SC,R Charleroi SC,1,1,True
1993,1,1993/08/07,20:00:00,3567789,29,R Charleroi SC,Genk,290,68',R Charleroi SC,R Charleroi SC,2,1,True
1993,1,1993/08/07,20:00:00,3567790,16,Standard Luik,RFC Se,167,34',Standard Luik,Standard Luik,1,0,True
1993,1,1993/08/07,20:00:00,3567790,16,Standard Luik,RFC Se,167,52',Standard Luik,Standard Luik,1,0,False
1993,1,1993/08/07,20:00:00,3567791,4079,Lierse SK,RCL,12,44',RCL,RCL,0,1,True
1993,1,1993/08/07,20:00:00,3567792,855,Lommel SK,KSVWar,,35',Lommel SK,Lommel SK,1,0,True
1993,1,1993/08/07,20:00:00,3567792,855,Lommel SK,KSVWar,,53',Lommel SK,Lommel SK,2,0,True
1993,1,1993/08/07,20:00:00,3567792,855,Lommel SK,KSVWar,,88',Lommel SK,Lommel SK,3,0,True
1993,1,1993/08/07,20:00:00,3567793,35,RSC Anderlecht,RAFC,2449,23',RSC Anderlecht,RSC Anderlecht,1,0,True
1993,1,1993/08/07,20:00:00,3567793,35,RSC Anderlecht,RAFC,2449,68',RSC Anderlecht,RSC Anderlecht,2,0,True
1993,1,1993/08/07,20:00:00,3567794,3840,Germinal Ekeren,RWDM,47,6',Germinal Ekeren,Germinal Ekeren,1,0,True
1993,1,1993/08/07,20:00:00,3567794,3840,Germinal Ekeren,RWDM,47,36',Germinal Ekeren,Germinal Ekeren,2,0,True
1993,1,1993/08/07,20:00:00,3567794,3840,Germinal Ekeren,RWDM,47,54',Germinal Ekeren,Germinal Ekeren,3,0,True
1993,1,1993/08/07,20:00:00,3567794,3840,Germinal Ekeren,RWDM,47,58',RWDM,RWDM,3,1,True
1993,1,1993/08/07,20:00:00,3567794,3840,Germinal Ekeren,RWDM,47,66',Germinal Ekeren,Germinal Ekeren,4,1,True
1993,1,1993/08/08,15:00:00,3567795,3,Club Brugge,KVM,25,31',KVM,KVM,0,1,True
1993,1,1993/08/08,15:00:00,3567795,3,Club Brugge,KVM,25,45',Club Brugge,Club Brugge,1,1,True
1993,1,1993/08/08,15:00:00,3567795,3,Club Brugge,KVM,25,68',Club Brugge,Club Brugge,2,1,True
1993,1,1993/08/08,15:00:00,3567796,31,KV Oostende,BEV,768,25',KV Oostende,KV Oostende,1,0,True
1993,1,1993/08/08,15:00:00,3567796,31,KV Oostende,BEV,768,35',BEV,BEV,1,1,True
1992,1,1992/08/07,20:00:00,3568094,855,Lommel SK,RSCA,35,21',RSCA,RSCA,0,1,True
1992,1,1992/08/07,20:00:00,3568094,855,Lommel SK,RSCA,35,61',RSCA,RSCA,0,2,True
1992,1,1992/08/07,20:00:00,3568094,855,Lommel SK,RSCA,35,65',RSCA,RSCA,0,3,True
1992,1,1992/08/07,20:00:00,3568094,855,Lommel SK,RSCA,35,86',RSCA,RSCA,0,4,True
1992,1,1992/08/08,20:00:00,3568096,29,R Charleroi SC,Gent,7,43',R Charleroi SC,R Charleroi SC,1,0,True
1992,1,1992/08/08,20:00:00,3568097,25,KV Mechelen,Cercle,12,3',KV Mechelen,KV Mechelen,1,0,True
1992,1,1992/08/08,20:00:00,3568097,25,KV Mechelen,Cercle,12,15',Cercle,Cercle,1,1,True
1992,1,1992/08/08,20:00:00,3568097,25,KV Mechelen,Cercle,12,37',Cercle,Cercle,1,2,True
1992,1,1992/08/08,20:00:00,3568097,25,KV Mechelen,Cercle,12,46',KV Mechelen,KV Mechelen,2,2,True
1992,1,1992/08/08,20:00:00,3568097,25,KV Mechelen,Cercle,12,66',KV Mechelen,KV Mechelen,3,2,True
1992,1,1992/08/08,20:00:00,3568097,25,KV Mechelen,Cercle,12,68',KV Mechelen,KV Mechelen,4,2,True
1992,1,1992/08/08,20:00:00,3568097,25,KV Mechelen,Cercle,12,72',KV Mechelen,KV Mechelen,5,2,True
1992,1,1992/08/08,20:00:00,3568097,25,KV Mechelen,Cercle,12,83',KV Mechelen,KV Mechelen,6,2,True
1992,1,1992/08/08,20:00:00,3568098,1,Antwerp FC,SL,231,20',Antwerp FC,Antwerp FC,1,0,True
1992,1,1992/08/08,20:00:00,3568098,1,Antwerp FC,SL,231,44',Antwerp FC,Antwerp FC,2,0,True
1992,1,1992/08/08,20:00:00,3568098,1,Antwerp FC,SL,231,58',Antwerp FC,Antwerp FC,3,0,True
1992,1,1992/08/08,20:00:00,3568098,1,Antwerp FC,SL,231,67',SL,SL,3,1,True
1992,1,1992/08/08,20:00:00,3568099,201,KSC Lokeren,KSVWar,,9',KSC Lokeren,KSC Lokeren,1,0,True
1992,1,1992/08/08,20:00:00,3568099,201,KSC Lokeren,KSVWar,,30',KSC Lokeren,KSC Lokeren,2,0,True
1992,1,1992/08/08,20:00:00,3568099,201,KSC Lokeren,KSVWar,,86',KSVWar,KSVWar,2,1,True
1992,1,1992/08/08,20:00:00,3568095,16,RC Luik,BEV,768,38',BEV,BEV,0,1,True
1992,1,1992/08/08,20:00:00,3568095,16,RC Luik,BEV,768,57',BEV,BEV,0,2,True
1992,1,1992/08/08,20:00:00,3568095,16,RC Luik,BEV,768,76',RC Luik,RC Luik,1,2,True
1992,1,1992/08/09,15:00:00,3568100,58,Boom FC,GE,3,43',Boom FC,Boom FC,1,0,True
1992,1,1992/08/09,15:00:00,3568100,58,Boom FC,GE,3,58',GE,GE,1,1,True
1992,1,1992/08/09,15:00:00,3568100,58,Boom FC,GE,3,76',Boom FC,Boom FC,2,1,True
1992,1,1992/08/09,15:00:00,3568100,58,Boom FC,GE,3,82',Boom FC,Boom FC,3,1,True
1992,1,1992/08/09,15:00:00,3568100,58,Boom FC,GE,3,83',GE,GE,3,2,True
1992,1,1992/08/09,15:00:00,3568101,3,Club Brugge,Lierse,30,65',Club Brugge,Club Brugge,1,0,True
1992,1,1992/08/09,15:00:00,3568101,3,Club Brugge,Lierse,30,68',Club Brugge,Club Brugge,2,0,True
1992,1,1992/08/09,15:00:00,3568101,3,Club Brugge,Lierse,30,70',Lierse,Lierse,2,1,True
1992,1,1992/08/09,15:00:00,3568101,3,Club Brugge,Lierse,30,74',Lierse,Lierse,2,2,True
1992,1,1992/08/09,15:00:00,3568101,3,Club Brugge,Lierse,30,87',Club Brugge,Club Brugge,3,2,True
1992,1,1992/08/09,15:00:00,3568102,4146,RWD Molenbeek,Genk,290,0',RWD Molenbeek,RWD Molenbeek,3,2,False
1992,1,1992/08/09,15:00:00,3568102,4146,RWD Molenbeek,Genk,290,12',RWD Molenbeek,RWD Molenbeek,1,0,True
1992,1,1992/08/09,15:00:00,3568102,4146,RWD Molenbeek,Genk,290,38',Genk,Genk,1,1,True
1991,1,1991/08/16,20:00:00,3568400,16,Standard Luik,FCB,253,17',FCB,FCB,0,1,True
1991,1,1991/08/16,20:00:00,3568400,16,Standard Luik,FCB,253,54',Standard Luik,Standard Luik,1,1,True
1991,1,1991/08/16,20:00:00,3568400,16,Standard Luik,FCB,253,69',FCB,FCB,1,2,True
1991,1,1991/08/17,20:00:00,3568401,29,R Charleroi SC,GE,3,37',R Charleroi SC,R Charleroi SC,1,0,True
1991,1,1991/08/17,20:00:00,3568401,29,R Charleroi SC,GE,3,74',R Charleroi SC,R Charleroi SC,2,0,True
1991,1,1991/08/17,20:00:00,3568401,29,R Charleroi SC,GE,3,80',R Charleroi SC,R Charleroi SC,3,0,True
1991,1,1991/08/17,20:00:00,3568401,29,R Charleroi SC,GE,3,81',GE,GE,3,1,True
1991,1,1991/08/17,20:00:00,3568402,25,KV Mechelen,LOK,801,38',LOK,LOK,0,1,True
1991,1,1991/08/17,20:00:00,3568402,25,KV Mechelen,LOK,801,73',KV Mechelen,KV Mechelen,1,1,True
1991,1,1991/08/17,20:00:00,3568404,7,KAA Gent,Lierse,30,50',KAA Gent,KAA Gent,1,0,True
1991,1,1991/08/17,20:00:00,3568404,7,KAA Gent,Lierse,30,90',Lierse,Lierse,1,1,True
1991,1,1991/08/17,20:00:00,3568405,1,Antwerp FC,Aalst,90,48',Antwerp FC,Antwerp FC,1,0,True
1991,1,1991/08/17,20:00:00,3568405,1,Antwerp FC,Aalst,90,54',Antwerp FC,Antwerp FC,2,0,True
1991,1,1991/08/17,20:00:00,3568405,1,Antwerp FC,Aalst,90,66',Aalst,Aalst,2,0,False
1991,1,1991/08/17,20:00:00,3568405,1,Antwerp FC,Aalst,90,80',Antwerp FC,Antwerp FC,3,0,True
1991,1,1991/08/17,20:00:00,3568406,290,KRC Genk,KSVWar,,67',KRC Genk,KRC Genk,1,0,True
1991,1,1991/08/18,15:00:00,3568408,19,KV Kortrijk,RSCA,35,2',RSCA,RSCA,0,1,True
1991,1,1991/08/18,15:00:00,3568408,19,KV Kortrijk,RSCA,35,27',KV Kortrijk,KV Kortrijk,1,1,True
1991,1,1991/08/18,15:00:00,3568408,19,KV Kortrijk,RSCA,35,41',RSCA,RSCA,1,2,True
1991,1,1991/08/18,15:00:00,3568408,19,KV Kortrijk,RSCA,35,47',RSCA,RSCA,1,3,True
1991,1,1991/08/18,15:00:00,3568408,19,KV Kortrijk,RSCA,35,75',RSCA,RSCA,1,4,True
1991,1,1991/08/18,15:00:00,3568407,4146,RWD Molenbeek,BEV,768,55',RWD Molenbeek,RWD Molenbeek,1,0,True
1990,1,1990/08/17,20:00:00,3568706,29,R Charleroi SC,KSVWar,,17',R Charleroi SC,R Charleroi SC,1,0,True
1990,1,1990/08/18,20:00:00,3568707,16,Standard Luik,VAC,2936,4',Standard Luik,Standard Luik,1,0,True
1990,1,1990/08/18,20:00:00,3568707,16,Standard Luik,VAC,2936,22',Standard Luik,Standard Luik,2,0,True
1990,1,1990/08/18,20:00:00,3568707,16,Standard Luik,VAC,2936,23',Standard Luik,Standard Luik,3,0,True
1990,1,1990/08/18,20:00:00,3568707,16,Standard Luik,VAC,2936,48',Standard Luik,Standard Luik,4,0,True
1990,1,1990/08/18,20:00:00,3568707,16,Standard Luik,VAC,2936,58',VAC,VAC,4,1,True
1990,1,1990/08/18,20:00:00,3568707,16,Standard Luik,VAC,2936,60',Standard Luik,Standard Luik,5,1,True
1990,1,1990/08/18,20:00:00,3568707,16,Standard Luik,VAC,2936,69',VAC,VAC,5,1,False
1990,1,1990/08/18,20:00:00,3568707,16,Standard Luik,VAC,2936,69',Standard Luik,Standard Luik,6,1,True
1990,1,1990/08/18,20:00:00,3568707,16,Standard Luik,VAC,2936,76',Standard Luik,Standard Luik,7,1,True
1990,1,1990/08/18,20:00:00,3568708,7,KAA Gent,STVV,373,3',KAA Gent,KAA Gent,1,0,True
1990,1,1990/08/18,20:00:00,3568708,7,KAA Gent,STVV,373,43',STVV,STVV,1,1,True
1990,1,1990/08/18,20:00:00,3568708,7,KAA Gent,STVV,373,45',STVV,STVV,1,2,True
1990,1,1990/08/18,20:00:00,3568708,7,KAA Gent,STVV,373,63',KAA Gent,KAA Gent,2,2,True
1990,1,1990/08/18,20:00:00,3568708,7,KAA Gent,STVV,373,70',KAA Gent,KAA Gent,3,2,True
1990,1,1990/08/18,20:00:00,3568708,7,KAA Gent,STVV,373,72',STVV,STVV,3,2,False
1990,1,1990/08/18,20:00:00,3568708,7,KAA Gent,STVV,373,74',KAA Gent,KAA Gent,4,2,True
1990,1,1990/08/18,20:00:00,3568708,7,KAA Gent,STVV,373,82',KAA Gent,KAA Gent,5,2,True
1990,1,1990/08/18,20:00:00,3568708,7,KAA Gent,STVV,373,85',STVV,STVV,5,3,True
1990,1,1990/08/18,20:00:00,3568708,7,KAA Gent,STVV,373,90',KAA Gent,KAA Gent,6,3,True
1990,1,1990/08/19,15:00:00,3568709,19,KV Kortrijk,RAFC,2449,8',RAFC,RAFC,0,1,True
1990,1,1990/08/19,15:00:00,3568709,19,KV Kortrijk,RAFC,2449,41',KV Kortrijk,KV Kortrijk,1,1,True
1990,1,1990/08/19,15:00:00,3568709,19,KV Kortrijk,RAFC,2449,69',KV Kortrijk,KV Kortrijk,2,1,True
1990,1,1990/08/19,15:00:00,3568709,19,KV Kortrijk,RAFC,2449,82',KV Kortrijk,KV Kortrijk,3,1,True
1990,1,1990/08/19,15:00:00,3568709,19,KV Kortrijk,RAFC,2449,86',KV Kortrijk,KV Kortrijk,4,1,True
1990,1,1990/08/19,15:00:00,3568710,3840,Germinal Ekeren,LOK,801,16',Germinal Ekeren,Germinal Ekeren,1,0,True
1990,1,1990/08/19,15:00:00,3568710,3840,Germinal Ekeren,LOK,801,79',Germinal Ekeren,Germinal Ekeren,2,0,True
1990,1,1990/08/19,15:00:00,3568710,3840,Germinal Ekeren,LOK,801,83',Germinal Ekeren,Germinal Ekeren,3,0,True
1990,1,1990/09/05,20:00:00,3568735,3,Club Brugge,RWDM,47,42',Club Brugge,Club Brugge,1,0,True
1990,1,1990/09/05,20:00:00,3568735,3,Club Brugge,RWDM,47,44',Club Brugge,Club Brugge,2,0,True
1990,1,1990/09/06,20:00:00,3568737,4079,Lierse SK,KVM,25,15',KVM,KVM,0,1,True
1990,1,1990/09/06,20:00:00,3568737,4079,Lierse SK,KVM,25,22',KVM,KVM,0,2,True
1990,1,1990/09/06,20:00:00,3568737,4079,Lierse SK,KVM,25,28',KVM,KVM,0,3,True
1990,1,1990/09/06,20:00:00,3568737,4079,Lierse SK,KVM,25,52',KVM,KVM,0,4,True
1990,1,1990/09/08,20:00:00,3568738,35,RSC Anderlecht,Cercle,12,25',Cercle,Cercle,0,4,False
1990,1,1990/09/08,20:00:00,3568739,290,KRC Genk,RCL,12,78',KRC Genk,KRC Genk,1,0,True
1989,1,1989/08/16,20:00:00,3569014,35,RSC Anderlecht,KSVWar,,7',RSC Anderlecht,RSC Anderlecht,1,0,True
1989,1,1989/08/16,20:00:00,3569014,35,RSC Anderlecht,KSVWar,,12',RSC Anderlecht,RSC Anderlecht,2,0,True
1989,1,1989/08/16,20:00:00,3569014,35,RSC Anderlecht,KSVWar,,20',RSC Anderlecht,RSC Anderlecht,3,0,True
1989,1,1989/08/16,20:00:00,3569014,35,RSC Anderlecht,KSVWar,,40',RSC Anderlecht,RSC Anderlecht,4,0,True
1989,1,1989/08/16,20:00:00,3569014,35,RSC Anderlecht,KSVWar,,48',RSC Anderlecht,RSC Anderlecht,5,0,True
1989,1,1989/08/16,20:00:00,3569014,35,RSC Anderlecht,KSVWar,,81',RSC Anderlecht,RSC Anderlecht,6,0,True
1989,1,1989/08/16,20:00:00,3569015,12,Cercle Brugge,RCL,12,51',Cercle Brugge,Cercle Brugge,1,0,True
1989,1,1989/08/16,20:00:00,3569015,12,Cercle Brugge,RCL,12,67',RCL,RCL,1,0,False
1989,1,1989/08/16,20:00:00,3569016,322,St-Truidense VV,BEV,768,3',St-Truidense VV,St-Truidense VV,1,0,True
1989,1,1989/08/16,20:00:00,3569016,322,St-Truidense VV,BEV,768,74',BEV,BEV,1,1,True
1989,1,1989/08/16,20:00:00,3569018,16,Standard Luik,FCB,253,81',FCB,FCB,0,1,True
1989,1,1989/08/16,20:00:00,3569018,16,Standard Luik,FCB,253,83',Standard Luik,Standard Luik,1,1,True
1989,1,1989/08/16,20:00:00,3569019,19,KV Kortrijk,GE,3,32',KV Kortrijk,KV Kortrijk,1,0,True
1989,1,1989/08/16,20:00:00,3569019,19,KV Kortrijk,GE,3,62',KV Kortrijk,KV Kortrijk,2,0,True
1989,1,1989/08/16,20:00:00,3569019,19,KV Kortrijk,GE,3,77',KV Kortrijk,KV Kortrijk,3,0,True
1989,1,1989/08/16,20:00:00,3569019,19,KV Kortrijk,GE,3,82',GE,GE,3,1,True
1989,1,1989/08/16,20:00:00,3569020,29,R Charleroi SC,RCM,,24',R Charleroi SC,R Charleroi SC,1,0,True
1989,1,1989/08/16,20:00:00,3569020,29,R Charleroi SC,RCM,,45',R Charleroi SC,R Charleroi SC,2,0,True
1989,1,1989/08/16,20:00:00,3569020,29,R Charleroi SC,RCM,,73',R Charleroi SC,R Charleroi SC,3,0,True
1989,1,1989/08/16,20:00:00,3569012,25,KV Mechelen,Gent,7,26',KV Mechelen,KV Mechelen,1,0,True
1989,1,1989/08/16,20:00:00,3569012,25,KV Mechelen,Gent,7,35',KV Mechelen,KV Mechelen,2,0,True
1989,1,1989/08/16,20:00:00,3569012,25,KV Mechelen,Gent,7,55',KV Mechelen,KV Mechelen,3,0,True
1989,1,1989/08/16,20:00:00,3569013,201,KSC Lokeren,RAFC,2449,72',RAFC,RAFC,3,0,False
1988,1,1988/08/13,20:00:00,3564161,25,KV Mechelen,Cercle,12,10',KV Mechelen,KV Mechelen,1,0,True
1988,1,1988/08/13,20:00:00,3564161,25,KV Mechelen,Cercle,12,37',KV Mechelen,KV Mechelen,2,0,True
1988,1,1988/08/13,20:00:00,3564161,25,KV Mechelen,Cercle,12,81',KV Mechelen,KV Mechelen,3,0,True
1988,1,1988/08/13,20:00:00,3564161,25,KV Mechelen,Cercle,12,86',KV Mechelen,KV Mechelen,4,0,True
1988,1,1988/08/13,20:00:00,3564162,1,Antwerp FC,BEV,768,16',Antwerp FC,Antwerp FC,1,0,True
1988,1,1988/08/13,20:00:00,3564162,1,Antwerp FC,BEV,768,30',BEV,BEV,1,1,True
1988,1,1988/08/13,20:00:00,3564162,1,Antwerp FC,BEV,768,42',BEV,BEV,1,2,True
1988,1,1988/08/13,20:00:00,3564162,1,Antwerp FC,BEV,768,66',Antwerp FC,Antwerp FC,2,2,True
1988,1,1988/08/13,20:00:00,3564163,4079,Lierse SK,KVK,100,21',Lierse SK,Lierse SK,1,0,True
1988,1,1988/08/13,20:00:00,3564163,4079,Lierse SK,KVK,100,38',KVK,KVK,1,1,True
1988,1,1988/08/13,20:00:00,3564157,16,RC Luik,RCSC,22,36',RC Luik,RC Luik,1,0,True
1988,1,1988/08/13,20:00:00,3564157,16,RC Luik,RCSC,22,78',RC Luik,RC Luik,2,0,True
1988,1,1988/08/13,20:00:00,3564157,16,RC Luik,RCSC,22,87',RC Luik,RC Luik,3,0,True
1988,1,1988/08/13,20:00:00,3564158,3,Club Brugge,RCM,,7',Club Brugge,Club Brugge,1,0,True
1988,1,1988/08/13,20:00:00,3564158,3,Club Brugge,RCM,,90+2',Club Brugge,Club Brugge,2,0,True
1988,1,1988/08/13,20:00:00,3564159,322,St-Truidense VV,RWDM,47,16',St-Truidense VV,St-Truidense VV,1,0,True
1988,1,1988/08/13,20:00:00,3564159,322,St-Truidense VV,RWDM,47,32',St-Truidense VV,St-Truidense VV,2,0,True
1988,1,1988/08/13,20:00:00,3564159,322,St-Truidense VV,RWDM,47,34',St-Truidense VV,St-Truidense VV,3,0,True
1988,1,1988/08/13,20:00:00,3564160,290,KRC Genk,RSCA,35,7',RSCA,RSCA,0,1,True
1988,1,1988/08/13,20:00:00,3564160,290,KRC Genk,RSCA,35,33',RSCA,RSCA,0,2,True
1988,1,1988/08/13,20:00:00,3564160,290,KRC Genk,RSCA,35,85',RSCA,RSCA,0,3,True
1988,1,1988/08/14,15:00:00,3564164,1878,KSV Waregem,SL,231,49',KSV Waregem,KSV Waregem,1,0,True
1988,1,1988/08/14,15:00:00,3564164,1878,KSV Waregem,SL,231,90',KSV Waregem,KSV Waregem,2,0,True
1988,1,1988/08/14,16:00:00,3564165,201,KSC Lokeren,VAC,2936,6',KSC Lokeren,KSC Lokeren,1,0,True
1988,1,1988/08/14,16:00:00,3564165,201,KSC Lokeren,VAC,2936,12',KSC Lokeren,KSC Lokeren,2,0,True
1988,1,1988/08/14,16:00:00,3564165,201,KSC Lokeren,VAC,2936,68',KSC Lokeren,KSC Lokeren,3,0,True
1988,1,1988/08/14,16:00:00,3564165,201,KSC Lokeren,VAC,2936,83',KSC Lokeren,KSC Lokeren,4,0,True
1987,1,1987/08/19,20:00:00,3670369,968,KSK Beveren,LOK,801,55',LOK,LOK,0,1,True
1987,1,1987/08/19,20:00:00,3670370,35,RSC Anderlecht,RCSC,22,3',RSC Anderlecht,RSC Anderlecht,1,0,True
1987,1,1987/08/19,20:00:00,3670371,16,Standard Luik,RJB,,2',Standard Luik,Standard Luik,1,0,True
1987,1,1987/08/19,20:00:00,3670371,16,Standard Luik,RJB,,41',RJB,RJB,1,1,True
1987,1,1987/08/19,20:00:00,3670371,16,Standard Luik,RJB,,83',RJB,RJB,1,2,True
1987,1,1987/08/19,20:00:00,3670372,322,St-Truidense VV,VAC,2936,70',VAC,VAC,1,2,False
1987,1,1987/08/19,20:00:00,3670365,1,Antwerp FC,KVK,100,14',Antwerp FC,Antwerp FC,1,0,True
1987,1,1987/08/19,20:00:00,3670365,1,Antwerp FC,KVK,100,52',Antwerp FC,Antwerp FC,2,0,True
1987,1,1987/08/19,20:00:00,3670365,1,Antwerp FC,KVK,100,66',Antwerp FC,Antwerp FC,3,0,True
1987,1,1987/08/19,20:00:00,3670366,1878,KSV Waregem,RWDM,47,11',RWDM,RWDM,0,1,True
1987,1,1987/08/19,20:00:00,3670366,1878,KSV Waregem,RWDM,47,72',KSV Waregem,KSV Waregem,1,1,True
1987,1,1987/08/19,20:00:00,3670367,2764,KFC Winterslag,RCL,12,2',RCL,RCL,0,1,True
1987,1,1987/08/19,20:00:00,3670367,2764,KFC Winterslag,RCL,12,23',RCL,RCL,0,2,True
1987,1,1987/08/19,20:00:00,3670368,7,KAA Gent,FCB,253,84',FCB,FCB,0,1,True
1986,1,1986/08/30,19:30:00,3670059,167,RFC Seraing,RSCA,35,24',RSCA,RSCA,0,1,True
1986,1,1986/08/30,19:30:00,3670059,167,RFC Seraing,RSCA,35,38',RSCA,RSCA,0,2,True
1986,1,1986/08/30,19:30:00,3670059,167,RFC Seraing,RSCA,35,40',RSCA,RSCA,0,3,True
1986,1,1986/08/30,19:30:00,3670059,167,RFC Seraing,RSCA,35,50',RFC Seraing,RFC Seraing,1,3,True
1986,1,1986/08/30,20:00:00,3670060,29,R Charleroi SC,RAFC,2449,41',RAFC,RAFC,0,1,True
1986,1,1986/08/30,20:00:00,3670060,29,R Charleroi SC,RAFC,2449,50',R Charleroi SC,R Charleroi SC,1,1,True
1986,1,1986/08/30,20:00:00,3670061,13,VAC Beerschot,KVM,25,12',VAC Beerschot,VAC Beerschot,1,0,True
1986,1,1986/08/30,20:00:00,3670061,13,VAC Beerschot,KVM,25,35',KVM,KVM,1,1,True
1986,1,1986/08/30,20:00:00,3670061,13,VAC Beerschot,KVM,25,83',KVM,KVM,1,1,False
1986,1,1986/08/31,15:00:00,3670062,201,KSC Lokeren,RJB,,73',KSC Lokeren,KSC Lokeren,1,0,True
1986,1,1986/08/31,15:00:00,3670062,201,KSC Lokeren,RJB,,86',RJB,RJB,1,1,True
1986,1,1986/08/31,15:00:00,3670064,19,KV Kortrijk,Cercle,12,15',KV Kortrijk,KV Kortrijk,1,0,True
1986,1,1986/08/31,15:00:00,3670064,19,KV Kortrijk,Cercle,12,49',KV Kortrijk,KV Kortrijk,2,0,True
1986,1,1986/08/31,15:00:00,3670064,19,KV Kortrijk,Cercle,12,53',Cercle,Cercle,2,1,True
1986,1,1986/08/31,15:00:00,3670064,19,KV Kortrijk,Cercle,12,62',Cercle,Cercle,2,2,True
1986,1,1986/08/31,15:00:00,3670064,19,KV Kortrijk,Cercle,12,74',KV Kortrijk,KV Kortrijk,3,2,True
1986,1,1986/08/31,15:00:00,3670065,4146,RWD Molenbeek,RCL,12,2',RCL,RCL,0,1,True
1986,1,1986/08/31,15:00:00,3670065,4146,RWD Molenbeek,RCL,12,47',RWD Molenbeek,RWD Molenbeek,1,1,True
1986,1,1986/08/31,15:00:00,3670066,3,Club Brugge,KSVWar,,6',Club Brugge,Club Brugge,1,0,True
1986,1,1986/08/31,15:00:00,3670066,3,Club Brugge,KSVWar,,14',Club Brugge,Club Brugge,2,0,True
1986,1,1986/08/31,15:00:00,3670066,3,Club Brugge,KSVWar,,42',Club Brugge,Club Brugge,3,0,True
1986,1,1986/08/31,15:00:00,3670066,3,Club Brugge,KSVWar,,63',Club Brugge,Club Brugge,4,0,True
1986,1,1986/08/31,15:00:00,3670066,3,Club Brugge,KSVWar,,75',Club Brugge,Club Brugge,5,0,True
1986,1,1986/08/31,15:00:00,3670066,3,Club Brugge,KSVWar,,83',Club Brugge,Club Brugge,6,0,True
