seizoen,speeldag,stand,naam_ploeg,id_ploeg,aantal_wedstrijden,aantal_gewonnen,aantal_gelijk,aantal_verloren,doelpunten_voor,doelpunten_tegen,verschil,punten
1963,1,6,Beringen FC,396,1,0,1,0,2,2,0,1:1
1963,1,8,St-Truidense VV,373,1,0,1,0,1,1,0,1:1
1963,1,8,Cercle Brugge,12,1,0,1,0,1,1,0,1:1
1963,1,8,Club Brugge,3,1,0,1,0,1,1,0,1:1
1963,1,8,KFC Turnhout,148,1,0,1,0,1,1,0,1:1
1963,1,12,KV Mechelen,25,1,0,0,1,1,2,-1,0:2
1963,1,12,KFC Diest,41,1,0,0,1,1,2,-1,0:2
1963,1,14,Lierse SK,30,1,0,0,1,0,1,-1,0:2
1963,1,15,Berchem Sport,28,1,0,0,1,0,2,-2,0:2
1963,1,15,Daring Club,2,1,0,0,1,0,2,-2,0:2
1962,1,1,RFC Luik,4,1,1,0,0,5,0,5,2:0
1962,1,2,Beringen FC,396,1,1,0,0,5,2,3,2:0
1962,1,3,Antwerp FC,1,1,1,0,0,5,3,2,2:0
1962,1,4,Cercle Brugge,12,1,1,0,0,3,1,2,2:0
1962,1,5,RSC Anderlecht,35,1,1,0,0,2,0,2,2:0
1962,1,5,Club Brugge,3,1,1,0,0,2,0,2,2:0
1962,1,5,Daring Club,2,1,1,0,0,2,0,2,2:0
1962,1,8,Standard Luik,16,1,1,0,0,2,1,1,2:0
1962,1,9,St-Truidense VV,373,1,0,0,1,1,2,-1,0:2
1962,1,10,ARA Gent,7,1,0,0,1,3,5,-2,0:2
1962,1,11,Union SG,10,1,0,0,1,1,3,-2,0:2
1962,1,12,Beerschot AC,13,1,0,0,1,0,2,-2,0:2
1962,1,12,Olymp. Charleroi,246,1,0,0,1,0,2,-2,0:2
1962,1,12,KFC Diest,41,1,0,0,1,0,2,-2,0:2
1962,1,15,Berchem Sport,28,1,0,0,1,2,5,-3,0:2
1962,1,16,Lierse SK,30,1,0,0,1,0,5,-5,0:2
1961,1,1,RSC Anderlecht,35,1,1,0,0,6,1,5,2:0
1961,1,2,St-Truidense VV,373,1,1,0,0,3,0,3,2:0
1961,1,3,Cercle Brugge,12,1,1,0,0,3,1,2,2:0
1961,1,3,Antwerp FC,1,1,1,0,0,3,1,2,2:0
1961,1,5,Eendracht Aalst,90,1,1,0,0,3,2,1,2:0
1961,1,6,Club Brugge,3,1,1,0,0,2,1,1,2:0
1961,1,7,ARA Gent,7,1,0,1,0,2,2,0,1:1
1961,1,7,Daring Club,2,1,0,1,0,2,2,0,1:1
1961,1,9,Beerschot AC,13,1,0,1,0,1,1,0,1:1
1961,1,9,Standard Luik,16,1,0,1,0,1,1,0,1:1
1961,1,11,Lierse SK,30,1,0,0,1,2,3,-1,0:2
1961,1,12,Union SG,10,1,0,0,1,1,2,-1,0:2
1961,1,13,RFC Luik,4,1,0,0,1,1,3,-2,0:2
1961,1,13,KFC Diest,41,1,0,0,1,1,3,-2,0:2
1961,1,15,Olymp. Charleroi,246,1,0,0,1,0,3,-3,0:2
1961,1,16,Waterschei THOR,553,1,0,0,1,1,6,-5,0:2
1960,1,1,RSC Anderlecht,35,1,1,0,0,7,0,7,2:0
1960,1,2,Waterschei THOR,553,1,1,0,0,5,0,5,2:0
1960,1,3,Standard Luik,16,1,1,0,0,2,0,2,2:0
1960,1,4,Eendracht Aalst,90,1,1,0,0,3,2,1,2:0
1960,1,5,RFC Luik,4,1,1,0,0,2,1,1,2:0
1960,1,5,Union SG,10,1,1,0,0,2,1,1,2:0
1960,1,5,Daring Club,2,1,1,0,0,2,1,1,2:0
1960,1,8,Beerschot AC,13,1,1,0,0,1,0,1,2:0
1960,1,9,Antwerp FC,1,1,0,0,1,2,3,-1,0:2
1960,1,10,ARA Gent,7,1,0,0,1,1,2,-1,0:2
1960,1,10,Club Brugge,3,1,0,0,1,1,2,-1,0:2
1960,1,10,K Patro Eisden,3434,1,0,0,1,1,2,-1,0:2
1960,1,13,Verviétois,33,1,0,0,1,0,1,-1,0:2
1960,1,14,St-Truidense VV,373,1,0,0,1,0,2,-2,0:2
1960,1,15,Lierse SK,30,1,0,0,1,0,5,-5,0:2
1960,1,16,Olymp. Charleroi,246,1,0,0,1,0,7,-7,0:2
