seizoen,speeldag,stand,naam_ploeg,id_ploeg,aantal_wedstrijden,aantal_gewonnen,aantal_gelijk,aantal_verloren,doelpunten_voor,doelpunten_tegen,verschil,punten
2023,1,1,KRC Genk,290,1,1,0,0,4,0,4,3
2023,1,2,Union SG,10,1,1,0,0,2,0,2,3
2023,1,3,KAA Gent,7,1,1,0,0,3,2,1,3
2023,1,3,St-Truidense VV,373,1,1,0,0,1,0,1,3
2023,1,3,Antwerp FC,1,1,1,0,0,1,0,1,3
2023,1,6,R Charleroi SC,22,1,0,1,0,1,1,0,1
2023,1,6,KV Mechelen,25,1,0,1,0,1,1,0,1
2023,1,6,KVC Westerlo,867,1,0,1,0,2,2,0,1
2023,1,6,KAS Eupen,1792,1,0,1,0,2,2,0,1
2023,1,6,Club Brugge,3,1,0,1,0,1,1,0,1
2023,1,6,OH Leuven,18,1,0,1,0,1,1,0,1
2023,1,12,Cercle Brugge,12,1,0,0,1,0,1,-1,0
2023,1,12,KV Kortrijk,19,1,0,0,1,2,3,-1,0
2023,1,12,Standard Luik,16,1,0,0,1,0,1,-1,0
2023,1,15,RSC Anderlecht,35,1,0,0,1,0,2,-2,0
2023,1,16,RWDM,47,1,0,0,1,0,4,-4,0
2022,1,1,RSC Anderlecht,35,1,1,0,0,2,0,2,3
2022,1,1,Antwerp FC,1,1,1,0,0,2,0,2,3
2022,1,1,R Charleroi SC,22,1,1,0,0,3,1,2,3
2022,1,1,Zulte Waregem,5381,1,1,0,0,2,0,2,3
2022,1,1,OH Leuven,18,1,1,0,0,2,0,2,3
2022,1,1,KVC Westerlo,867,1,1,0,0,2,0,2,3
2022,1,7,Club Brugge,3,1,1,0,0,3,2,1,3
2022,1,8,Standard Luik,16,1,0,1,0,2,2,0,1
2022,1,8,Union SG,10,1,0,1,0,1,1,0,1
2022,1,8,St-Truidense VV,373,1,0,1,0,1,1,0,1
2022,1,8,KAA Gent,7,1,0,1,0,2,2,0,1
2022,1,12,KRC Genk,290,1,0,0,1,2,3,-1,0
2022,1,13,KAS Eupen,1792,1,0,0,1,1,3,-2,0
2022,1,13,KV Kortrijk,19,1,0,0,1,0,2,-2,0
2022,1,13,RFC Seraing,167,1,0,0,1,0,2,-2,0
2022,1,13,Cercle Brugge,12,1,0,0,1,0,2,-2,0
2022,1,13,KV Oostende,31,1,0,0,1,0,2,-2,0
2022,1,13,KV Mechelen,25,1,0,0,1,0,2,-2,0
2021,1,1,R Charleroi SC,22,1,1,0,0,3,0,3,3
2021,1,2,KV Kortrijk,19,1,1,0,0,2,0,2,3
2021,1,2,Union SG,10,1,1,0,0,3,1,2,3
2021,1,4,KV Mechelen,25,1,1,0,0,3,2,1,3
2021,1,4,St-Truidense VV,373,1,1,0,0,2,1,1,3
2021,1,4,Cercle Brugge,12,1,1,0,0,1,0,1,3
2021,1,7,KAS Eupen,1792,1,0,1,0,2,2,0,1
2021,1,7,OH Leuven,18,1,0,1,0,1,1,0,1
2021,1,7,KRC Genk,290,1,0,1,0,1,1,0,1
2021,1,7,Zulte Waregem,5381,1,0,1,0,1,1,0,1
2021,1,7,Club Brugge,3,1,0,1,0,2,2,0,1
2021,1,7,Standard Luik,16,1,0,1,0,1,1,0,1
2021,1,13,Beerschot V.A.,13,1,0,0,1,0,1,-1,0
2021,1,13,KAA Gent,7,1,0,0,1,1,2,-1,0
2021,1,13,Antwerp FC,1,1,0,0,1,2,3,-1,0
2021,1,16,RFC Seraing,167,1,0,0,1,0,2,-2,0
2021,1,16,RSC Anderlecht,35,1,0,0,1,1,3,-2,0
2021,1,18,KV Oostende,31,1,0,0,1,0,3,-3,0
2020,1,1,Waasland-Beveren,4068,1,1,0,0,3,1,2,3
2020,1,2,Beerschot V.A.,13,1,1,0,0,2,1,1,3
2020,1,2,KRC Genk,290,1,1,0,0,2,1,1,3
2020,1,2,St-Truidense VV,373,1,1,0,0,2,1,1,3
2020,1,5,R Charleroi SC,22,1,1,0,0,1,0,1,3
2020,1,5,Standard Luik,16,1,1,0,0,1,0,1,3
2020,1,7,RSC Anderlecht,35,1,0,1,0,2,2,0,1
2020,1,7,KV Mechelen,25,1,0,1,0,2,2,0,1
2020,1,9,Antwerp FC,1,1,0,1,0,1,1,0,1
2020,1,9,OH Leuven,18,1,0,1,0,1,1,0,1
2020,1,9,Moeskroen,216,1,0,1,0,1,1,0,1
2020,1,9,KAS Eupen,1792,1,0,1,0,1,1,0,1
2020,1,13,KAA Gent,7,1,0,0,1,1,2,-1,0
2020,1,13,KV Oostende,31,1,0,0,1,1,2,-1,0
2020,1,13,Zulte Waregem,5381,1,0,0,1,1,2,-1,0
2020,1,16,Club Brugge,3,1,0,0,1,0,1,-1,0
2020,1,16,Cercle Brugge,12,1,0,0,1,0,1,-1,0
2020,1,18,KV Kortrijk,19,1,0,0,1,1,3,-2,0
2019,1,1,Antwerp FC,1,1,1,0,0,4,1,3,3
2019,1,2,Club Brugge,3,1,1,0,0,3,1,2,3
2019,1,3,KV Mechelen,25,1,1,0,0,2,0,2,3
2019,1,3,Standard Luik,16,1,1,0,0,2,0,2,3
2019,1,5,KRC Genk,290,1,1,0,0,2,1,1,3
2019,1,5,KV Oostende,31,1,1,0,0,2,1,1,3
2019,1,7,Moeskroen,216,1,1,0,0,1,0,1,3
2019,1,8,KAA Gent,7,1,0,1,0,1,1,0,1
2019,1,8,R Charleroi SC,22,1,0,1,0,1,1,0,1
2019,1,10,RSC Anderlecht,35,1,0,0,1,1,2,-1,0
2019,1,10,KV Kortrijk,19,1,0,0,1,1,2,-1,0
2019,1,12,St-Truidense VV,373,1,0,0,1,0,1,-1,0
2019,1,13,Waasland-Beveren,4068,1,0,0,1,1,3,-2,0
2019,1,14,Cercle Brugge,12,1,0,0,1,0,2,-2,0
2019,1,14,Zulte Waregem,5381,1,0,0,1,0,2,-2,0
2019,1,16,KAS Eupen,1792,1,0,0,1,1,4,-3,0
2018,1,1,KRC Genk,290,1,1,0,0,4,0,4,3
2018,1,2,Club Brugge,3,1,1,0,0,5,2,3,3
2018,1,3,RSC Anderlecht,35,1,1,0,0,4,1,3,3
2018,1,4,Standard Luik,16,1,1,0,0,3,2,1,3
2018,1,5,KV Oostende,31,1,1,0,0,2,1,1,3
2018,1,6,Antwerp FC,1,1,1,0,0,1,0,1,3
2018,1,7,Zulte Waregem,5381,1,0,1,0,2,2,0,1
2018,1,7,Waasland-Beveren,4068,1,0,1,0,2,2,0,1
2018,1,9,St-Truidense VV,373,1,0,1,0,0,0,0,1
2018,1,9,Cercle Brugge,12,1,0,1,0,0,0,0,1
2018,1,11,KAA Gent,7,1,0,0,1,2,3,-1,0
2018,1,12,Moeskroen,216,1,0,0,1,1,2,-1,0
2018,1,13,R Charleroi SC,22,1,0,0,1,0,1,-1,0
2018,1,14,KAS Eupen,1792,1,0,0,1,2,5,-3,0
2018,1,15,KV Kortrijk,19,1,0,0,1,1,4,-3,0
2018,1,16,KSC Lokeren,282,1,0,0,1,0,4,-4,0
2017,1,1,Zulte Waregem,5381,1,1,0,0,5,0,5,3
2017,1,2,Club Brugge,3,1,1,0,0,4,0,4,3
2017,1,3,St-Truidense VV,373,1,1,0,0,3,2,1,3
2017,1,4,R Charleroi SC,22,1,1,0,0,1,0,1,3
2017,1,4,Moeskroen,216,1,1,0,0,1,0,1,3
2017,1,6,KRC Genk,290,1,0,1,0,3,3,0,1
2017,1,6,Waasland-Beveren,4068,1,0,1,0,3,3,0,1
2017,1,8,KV Mechelen,25,1,0,1,0,1,1,0,1
2017,1,8,Standard Luik,16,1,0,1,0,1,1,0,1
2017,1,10,RSC Anderlecht,35,1,0,1,0,0,0,0,1
2017,1,10,Antwerp FC,1,1,0,1,0,0,0,0,1
2017,1,12,KAA Gent,7,1,0,0,1,2,3,-1,0
2017,1,13,KV Kortrijk,19,1,0,0,1,0,1,-1,0
2017,1,13,KV Oostende,31,1,0,0,1,0,1,-1,0
2017,1,15,KSC Lokeren,282,1,0,0,1,0,4,-4,0
2017,1,16,KAS Eupen,1792,1,0,0,1,0,5,-5,0
2016,1,1,Zulte Waregem,5381,1,1,0,0,3,0,3,3
2016,1,2,Club Brugge,3,1,1,0,0,2,0,2,3
2016,1,3,KRC Genk,290,1,1,0,0,2,1,1,3
2016,1,3,RSC Anderlecht,35,1,1,0,0,2,1,1,3
2016,1,5,R Charleroi SC,22,1,1,0,0,1,0,1,3
2016,1,5,St-Truidense VV,373,1,1,0,0,1,0,1,3
2016,1,7,KVC Westerlo,867,1,0,1,0,2,2,0,1
2016,1,7,Standard Luik,16,1,0,1,0,2,2,0,1
2016,1,9,KAA Gent,7,1,0,1,0,1,1,0,1
2016,1,9,KV Kortrijk,19,1,0,1,0,1,1,0,1
2016,1,11,KV Oostende,31,1,0,0,1,1,2,-1,0
2016,1,11,Moeskroen,216,1,0,0,1,1,2,-1,0
2016,1,13,KSC Lokeren,282,1,0,0,1,0,1,-1,0
2016,1,13,Waasland-Beveren,4068,1,0,0,1,0,1,-1,0
2016,1,15,KV Mechelen,25,1,0,0,1,0,2,-2,0
2016,1,16,KAS Eupen,1792,1,0,0,1,0,3,-3,0
2015,1,1,KRC Genk,290,1,1,0,0,3,1,2,3
2015,1,1,KV Oostende,31,1,1,0,0,3,1,2,3
2015,1,1,Zulte Waregem,5381,1,1,0,0,3,1,2,3
2015,1,4,RSC Anderlecht,35,1,1,0,0,3,2,1,3
2015,1,5,R Charleroi SC,22,1,1,0,0,2,1,1,3
2015,1,5,St-Truidense VV,373,1,1,0,0,2,1,1,3
2015,1,5,KV Kortrijk,19,1,1,0,0,2,1,1,3
2015,1,8,KAA Gent,7,1,0,1,0,1,1,0,1
2015,1,8,KVC Westerlo,867,1,0,1,0,1,1,0,1
2015,1,10,Waasland-Beveren,4068,1,0,0,1,2,3,-1,0
2015,1,11,Club Brugge,3,1,0,0,1,1,2,-1,0
2015,1,11,Standard Luik,16,1,0,0,1,1,2,-1,0
2015,1,11,Moeskroen,216,1,0,0,1,1,2,-1,0
2015,1,14,KV Mechelen,25,1,0,0,1,1,3,-2,0
2015,1,14,KSC Lokeren,282,1,0,0,1,1,3,-2,0
2015,1,14,OH Leuven,18,1,0,0,1,1,3,-2,0
2014,1,1,Standard Luik,16,1,1,0,0,3,0,3,3
2014,1,2,RSC Anderlecht,35,1,1,0,0,3,1,2,3
2014,1,2,KV Mechelen,25,1,1,0,0,3,1,2,3
2014,1,4,Lierse SK,30,1,1,0,0,2,0,2,3
2014,1,4,Club Brugge,3,1,1,0,0,2,0,2,3
2014,1,4,Zulte Waregem,5381,1,1,0,0,2,0,2,3
2014,1,7,KVC Westerlo,867,1,1,0,0,1,0,1,3
2014,1,8,KAA Gent,7,1,0,1,0,0,0,0,1
2014,1,8,Cercle Brugge,12,1,0,1,0,0,0,0,1
2014,1,10,KSC Lokeren,282,1,0,0,1,0,1,-1,0
2014,1,11,KRC Genk,290,1,0,0,1,1,3,-2,0
2014,1,11,Moeskroen,216,1,0,0,1,1,3,-2,0
2014,1,13,KV Kortrijk,19,1,0,0,1,0,2,-2,0
2014,1,13,KV Oostende,31,1,0,0,1,0,2,-2,0
2014,1,13,Waasland-Beveren,4068,1,0,0,1,0,2,-2,0
2014,1,16,R Charleroi SC,22,1,0,0,1,0,3,-3,0
2013,1,1,KRC Genk,290,1,1,0,0,3,0,3,3
2013,1,2,Club Brugge,3,1,1,0,0,2,0,2,3
2013,1,2,Standard Luik,16,1,1,0,0,2,0,2,3
2013,1,4,KSC Lokeren,282,1,1,0,0,3,2,1,3
2013,1,5,Zulte Waregem,5381,1,1,0,0,2,1,1,3
2013,1,6,KV Kortrijk,19,1,1,0,0,1,0,1,3
2013,1,7,KAA Gent,7,1,0,1,0,1,1,0,1
2013,1,7,Cercle Brugge,12,1,0,1,0,1,1,0,1
2013,1,7,RAEC Mons,44,1,0,1,0,1,1,0,1
2013,1,7,SK Beveren,2300,1,0,1,0,1,1,0,1
2013,1,11,RSC Anderlecht,35,1,0,0,1,2,3,-1,0
2013,1,12,Lierse SK,30,1,0,0,1,1,2,-1,0
2013,1,13,OH Leuven,18,1,0,0,1,0,1,-1,0
2013,1,14,R Charleroi SC,22,1,0,0,1,0,2,-2,0
2013,1,14,KV Mechelen,25,1,0,0,1,0,2,-2,0
2013,1,16,KV Oostende,31,1,0,0,1,0,3,-3,0
2012,1,1,RAEC Mons,44,1,1,0,0,5,2,3,3
2012,1,2,KV Mechelen,25,1,1,0,0,4,2,2,3
2012,1,2,KSC Lokeren,282,1,1,0,0,4,2,2,3
2012,1,4,Club Brugge,3,1,1,0,0,3,1,2,3
2012,1,5,KAA Gent,7,1,1,0,0,2,0,2,3
2012,1,6,Zulte Waregem,5381,1,1,0,0,1,0,1,3
2012,1,7,Cercle Brugge,12,1,0,1,0,3,3,0,1
2012,1,7,KRC Genk,290,1,0,1,0,3,3,0,1
2012,1,9,RSC Anderlecht,35,1,0,1,0,1,1,0,1
2012,1,9,KV Kortrijk,19,1,0,1,0,1,1,0,1
2012,1,11,Standard Luik,16,1,0,0,1,0,1,-1,0
2012,1,12,R Charleroi SC,22,1,0,0,1,2,4,-2,0
2012,1,12,Beerschot AC,13,1,0,0,1,2,4,-2,0
2012,1,14,SK Beveren,2300,1,0,0,1,1,3,-2,0
2012,1,15,Lierse SK,30,1,0,0,1,0,2,-2,0
2012,1,16,OH Leuven,18,1,0,0,1,2,5,-3,0
2011,1,1,Club Brugge,3,1,1,0,0,5,0,5,3
2011,1,2,KRC Genk,290,1,1,0,0,3,1,2,3
2011,1,3,KV Mechelen,25,1,1,0,0,2,1,1,3
2011,1,3,OH Leuven,18,1,1,0,0,2,1,1,3
2011,1,5,Cercle Brugge,12,1,1,0,0,1,0,1,3
2011,1,6,Lierse SK,30,1,0,1,0,1,1,0,1
2011,1,6,KV Kortrijk,19,1,0,1,0,1,1,0,1
2011,1,6,RAEC Mons,44,1,0,1,0,1,1,0,1
2011,1,6,Standard Luik,16,1,0,1,0,1,1,0,1
2011,1,10,KSC Lokeren,282,1,0,1,0,0,0,0,1
2011,1,10,Zulte Waregem,5381,1,0,1,0,0,0,0,1
2011,1,12,RSC Anderlecht,35,1,0,0,1,1,2,-1,0
2011,1,12,St-Truidense VV,373,1,0,0,1,1,2,-1,0
2011,1,14,KAA Gent,7,1,0,0,1,0,1,-1,0
2011,1,15,Beerschot AC,13,1,0,0,1,1,3,-2,0
2011,1,16,KVC Westerlo,867,1,0,0,1,0,5,-5,0
2010,1,1,RSC Anderlecht,35,1,1,0,0,4,1,3,3
2010,1,2,KV Mechelen,25,1,1,0,0,2,0,2,3
2010,1,3,KRC Genk,290,1,1,0,0,2,1,1,3
2010,1,4,KAA Gent,7,1,1,0,0,1,0,1,3
2010,1,4,St-Truidense VV,373,1,1,0,0,1,0,1,3
2010,1,4,KV Kortrijk,19,1,1,0,0,1,0,1,3
2010,1,7,R Charleroi SC,22,1,0,1,0,1,1,0,1
2010,1,7,Cercle Brugge,12,1,0,1,0,1,1,0,1
2010,1,7,Standard Luik,16,1,0,1,0,1,1,0,1
2010,1,7,Zulte Waregem,5381,1,0,1,0,1,1,0,1
2010,1,11,Germ. Beerschot,3530,1,0,0,1,1,2,-1,0
2010,1,12,Lierse SK,30,1,0,0,1,0,1,-1,0
2010,1,12,KVC Westerlo,867,1,0,0,1,0,1,-1,0
2010,1,12,Club Brugge,3,1,0,0,1,0,1,-1,0
2010,1,15,KSC Lokeren,282,1,0,0,1,0,2,-2,0
2010,1,16,KAS Eupen,1792,1,0,0,1,1,4,-3,0
2009,1,1,KV Mechelen,25,1,1,0,0,4,1,3,3
2009,1,2,KAA Gent,7,1,1,0,0,3,1,2,3
2009,1,3,RSC Anderlecht,35,1,1,0,0,2,0,2,3
2009,1,4,Club Brugge,3,1,1,0,0,2,1,1,3
2009,1,5,St-Truidense VV,373,1,0,1,0,2,2,0,1
2009,1,5,Standard Luik,16,1,0,1,0,2,2,0,1
2009,1,7,KSC Lokeren,282,1,0,1,0,1,1,0,1
2009,1,7,Germ. Beerschot,3530,1,0,1,0,1,1,0,1
2009,1,7,KSV Roeselare,134,1,0,1,0,1,1,0,1
2009,1,7,Zulte Waregem,5381,1,0,1,0,1,1,0,1
2009,1,11,KRC Genk,290,0,0,0,0,0,0,0,0
2009,1,11,Exc. Mouscron,224,0,0,0,0,0,0,0,0
2009,1,13,R Charleroi SC,22,1,0,0,1,1,2,-1,0
2009,1,14,Cercle Brugge,12,1,0,0,1,1,3,-2,0
2009,1,15,KV Kortrijk,19,1,0,0,1,0,2,-2,0
2009,1,16,KVC Westerlo,867,1,0,0,1,1,4,-3,0
2008,1,1,KAA Gent,7,1,1,0,0,5,0,5,3
2008,1,2,RSC Anderlecht,35,1,1,0,0,3,0,3,3
2008,1,3,Standard Luik,16,1,1,0,0,3,1,2,3
2008,1,4,Exc. Mouscron,224,1,1,0,0,2,1,1,3
2008,1,5,KVC Westerlo,867,1,1,0,0,1,0,1,3
2008,1,6,KSV Roeselare,134,1,0,1,0,2,2,0,1
2008,1,6,KV Kortrijk,19,1,0,1,0,2,2,0,1
2008,1,8,Club Brugge,3,1,0,1,0,1,1,0,1
2008,1,8,KRC Genk,290,1,0,1,0,1,1,0,1
2008,1,8,Germ. Beerschot,3530,1,0,1,0,1,1,0,1
2008,1,8,KV Mechelen,25,1,0,1,0,1,1,0,1
2008,1,12,KSC Lokeren,282,1,0,1,0,0,0,0,1
2008,1,12,Zulte Waregem,5381,1,0,1,0,0,0,0,1
2008,1,14,AFC Tubize,2247,1,0,0,1,1,2,-1,0
2008,1,15,R Charleroi SC,22,1,0,0,1,0,1,-1,0
2008,1,16,FCV Dender EH,1611,1,0,0,1,1,3,-2,0
2008,1,17,Cercle Brugge,12,1,0,0,1,0,3,-3,0
2008,1,18,RAEC Mons,44,1,0,0,1,0,5,-5,0
2007,1,1,Standard Luik,16,1,1,0,0,4,1,3,3
2007,1,1,KAA Gent,7,1,1,0,0,4,1,3,3
2007,1,3,KRC Genk,290,1,1,0,0,3,1,2,3
2007,1,4,Germ. Beerschot,3530,1,1,0,0,2,1,1,3
2007,1,4,Club Brugge,3,1,1,0,0,2,1,1,3
2007,1,4,KSC Lokeren,282,1,1,0,0,2,1,1,3
2007,1,7,KVC Westerlo,867,1,1,0,0,1,0,1,3
2007,1,7,RSC Anderlecht,35,1,1,0,0,1,0,1,3
2007,1,9,R Charleroi SC,22,1,0,1,0,1,1,0,1
2007,1,9,KSV Roeselare,134,1,0,1,0,1,1,0,1
2007,1,11,St-Truidense VV,373,1,0,0,1,1,2,-1,0
2007,1,11,RAEC Mons,44,1,0,0,1,1,2,-1,0
2007,1,11,FCV Dender EH,1611,1,0,0,1,1,2,-1,0
2007,1,14,KV Mechelen,25,1,0,0,1,0,1,-1,0
2007,1,14,FC Brussel,1936,1,0,0,1,0,1,-1,0
2007,1,16,Cercle Brugge,12,1,0,0,1,1,3,-2,0
2007,1,17,Exc. Mouscron,224,1,0,0,1,1,4,-3,0
2007,1,17,Zulte Waregem,5381,1,0,0,1,1,4,-3,0
2006,1,1,Club Brugge,3,1,1,0,0,5,0,5,3
2006,1,2,RSC Anderlecht,35,1,1,0,0,4,2,2,3
2006,1,3,KRC Genk,290,1,1,0,0,3,1,2,3
2006,1,4,KVC Westerlo,867,1,1,0,0,2,1,1,3
2006,1,4,Exc. Mouscron,224,1,1,0,0,2,1,1,3
2006,1,4,KSC Lokeren,282,1,1,0,0,2,1,1,3
2006,1,7,FC Brussel,1936,1,1,0,0,1,0,1,3
2006,1,7,Germ. Beerschot,3530,1,1,0,0,1,0,1,3
2006,1,9,Lierse SK,30,1,0,1,0,0,0,0,1
2006,1,9,R Charleroi SC,22,1,0,1,0,0,0,0,1
2006,1,11,Cercle Brugge,12,1,0,0,1,1,2,-1,0
2006,1,11,KSV Roeselare,134,1,0,0,1,1,2,-1,0
2006,1,11,Standard Luik,16,1,0,0,1,1,2,-1,0
2006,1,14,RAEC Mons,44,1,0,0,1,0,1,-1,0
2006,1,14,KSK Beveren,968,1,0,0,1,0,1,-1,0
2006,1,16,St-Truidense VV,373,1,0,0,1,2,4,-2,0
2006,1,17,Zulte Waregem,5381,1,0,0,1,1,3,-2,0
2006,1,18,KAA Gent,7,1,0,0,1,0,5,-5,0
2005,1,1,RSC Anderlecht,35,1,1,0,0,6,0,6,3
2005,1,2,Zulte Waregem,5381,1,1,0,0,3,1,2,3
2005,1,2,Standard Luik,16,1,1,0,0,3,1,2,3
2005,1,4,KVC Westerlo,867,1,1,0,0,2,0,2,3
2005,1,4,Club Brugge,3,1,1,0,0,2,0,2,3
2005,1,4,FC Brussel,1936,1,1,0,0,2,0,2,3
2005,1,4,R Charleroi SC,22,1,1,0,0,2,0,2,3
2005,1,8,St-Truidense VV,373,1,1,0,0,1,0,1,3
2005,1,9,KSC Lokeren,282,1,0,1,0,1,1,0,1
2005,1,9,KRC Genk,290,1,0,1,0,1,1,0,1
2005,1,11,KSV Roeselare,134,1,0,0,1,0,1,-1,0
2005,1,12,KAA Gent,7,1,0,0,1,1,3,-2,0
2005,1,12,Lierse SK,30,1,0,0,1,1,3,-2,0
2005,1,14,Cercle Brugge,12,1,0,0,1,0,2,-2,0
2005,1,14,Germ. Beerschot,3530,1,0,0,1,0,2,-2,0
2005,1,14,Exc. Mouscron,224,1,0,0,1,0,2,-2,0
2005,1,14,KSK Beveren,968,1,0,0,1,0,2,-2,0
2005,1,18,La Louviere,94,1,0,0,1,0,6,-6,0
2004,1,1,KAA Gent,7,1,1,0,0,5,0,5,3
2004,1,2,La Louviere,94,1,1,0,0,5,2,3,3
2004,1,3,Exc. Mouscron,224,1,1,0,0,2,0,2,3
2004,1,4,KRC Genk,290,1,1,0,0,1,0,1,3
2004,1,5,KVC Westerlo,867,1,0,1,0,3,3,0,1
2004,1,5,KV Oostende,31,1,0,1,0,3,3,0,1
2004,1,7,Cercle Brugge,12,1,0,1,0,2,2,0,1
2004,1,7,KSC Lokeren,282,1,0,1,0,2,2,0,1
2004,1,9,KSK Beveren,968,1,0,1,0,1,1,0,1
2004,1,9,Club Brugge,3,1,0,1,0,1,1,0,1
2004,1,9,Standard Luik,16,1,0,1,0,1,1,0,1
2004,1,9,Lierse SK,30,1,0,1,0,1,1,0,1
2004,1,13,St-Truidense VV,373,1,0,1,0,0,0,0,1
2004,1,13,RAEC Mons,44,1,0,1,0,0,0,0,1
2004,1,15,FC Brussel,1936,1,0,0,1,0,1,-1,0
2004,1,16,RSC Anderlecht,35,1,0,0,1,0,2,-2,0
2004,1,17,R Charleroi SC,22,1,0,0,1,2,5,-3,0
2004,1,18,Germ. Beerschot,3530,1,0,0,1,0,5,-5,0
2003,1,1,KAA Gent,7,1,1,0,0,4,2,2,3
2003,1,2,RSC Anderlecht,35,1,1,0,0,3,1,2,3
2003,1,3,Germ. Beerschot,3530,1,1,0,0,1,0,1,3
2003,1,3,Club Brugge,3,1,1,0,0,1,0,1,3
2003,1,3,Lierse SK,30,1,1,0,0,1,0,1,3
2003,1,6,Exc. Mouscron,224,1,0,1,0,2,2,0,1
2003,1,6,Standard Luik,16,1,0,1,0,2,2,0,1
2003,1,8,Cercle Brugge,12,1,0,1,0,0,0,0,1
2003,1,8,KVC Westerlo,867,1,0,1,0,0,0,0,1
2003,1,8,KSC Lokeren,282,1,0,1,0,0,0,0,1
2003,1,8,Heusden-Zolder,2614,1,0,1,0,0,0,0,1
2003,1,8,St-Truidense VV,373,1,0,1,0,0,0,0,1
2003,1,8,La Louviere,94,1,0,1,0,0,0,0,1
2003,1,14,KRC Genk,290,1,0,0,1,0,1,-1,0
2003,1,14,RAEC Mons,44,1,0,0,1,0,1,-1,0
2003,1,14,R Charleroi SC,22,1,0,0,1,0,1,-1,0
2003,1,17,KSK Beveren,968,1,0,0,1,2,4,-2,0
2003,1,18,Antwerp FC,1,1,0,0,1,1,3,-2,0
2002,1,1,Exc. Mouscron,224,1,1,0,0,3,0,3,3
2002,1,1,KSK Beveren,968,1,1,0,0,3,0,3,3
2002,1,3,RSC Anderlecht,35,1,1,0,0,2,0,2,3
2002,1,4,KSC Lokeren,282,1,1,0,0,3,2,1,3
2002,1,4,Germ. Beerschot,3530,1,1,0,0,3,2,1,3
2002,1,6,Club Brugge,3,1,1,0,0,2,1,1,3
2002,1,7,KV Mechelen,25,1,1,0,0,1,0,1,3
2002,1,8,KAA Gent,7,1,0,1,0,0,0,0,1
2002,1,8,Antwerp FC,1,1,0,1,0,0,0,0,1
2002,1,10,Lierse SK,30,0,0,0,0,0,0,0,0
2002,1,10,Lommel SK,1986,0,0,0,0,0,0,0,0
2002,1,12,St-Truidense VV,373,1,0,0,1,2,3,-1,0
2002,1,12,KRC Genk,290,1,0,0,1,2,3,-1,0
2002,1,14,La Louviere,94,1,0,0,1,1,2,-1,0
2002,1,15,R Charleroi SC,22,1,0,0,1,0,1,-1,0
2002,1,16,KVC Westerlo,867,1,0,0,1,0,2,-2,0
2002,1,17,RAEC Mons,44,1,0,0,1,0,3,-3,0
2002,1,17,Standard Luik,16,1,0,0,1,0,3,-3,0
2001,1,1,Germ. Beerschot,3530,1,1,0,0,8,2,6,3
2001,1,2,Exc. Mouscron,224,1,1,0,0,5,0,5,3
2001,1,3,KRC Genk,290,1,1,0,0,5,1,4,3
2001,1,4,RSC Anderlecht,35,1,1,0,0,3,0,3,3
2001,1,5,KAA Gent,7,1,1,0,0,4,2,2,3
2001,1,5,Club Brugge,3,1,1,0,0,4,2,2,3
2001,1,7,Lommel SK,1986,1,1,0,0,1,0,1,3
2001,1,8,Lierse SK,30,1,0,1,0,1,1,0,1
2001,1,8,KSC Lokeren,282,1,0,1,0,1,1,0,1
2001,1,10,Standard Luik,16,1,0,1,0,0,0,0,1
2001,1,10,R Charleroi SC,22,1,0,1,0,0,0,0,1
2001,1,12,RWD Molenbeek,47,1,0,0,1,0,1,-1,0
2001,1,13,KVC Westerlo,867,1,0,0,1,2,4,-2,0
2001,1,13,St-Truidense VV,373,1,0,0,1,2,4,-2,0
2001,1,15,Antwerp FC,1,1,0,0,1,0,3,-3,0
2001,1,16,KSK Beveren,968,1,0,0,1,1,5,-4,0
2001,1,17,Eendracht Aalst,90,1,0,0,1,0,5,-5,0
2001,1,18,La Louviere,94,1,0,0,1,2,8,-6,0
2000,1,1,Club Brugge,3,1,1,0,0,6,2,4,3
2000,1,2,Exc. Mouscron,224,1,1,0,0,3,0,3,3
2000,1,3,Lierse SK,30,1,1,0,0,3,1,2,3
2000,1,4,Standard Luik,16,1,1,0,0,4,3,1,3
2000,1,5,KVC Westerlo,867,1,1,0,0,2,1,1,3
2000,1,5,R Charleroi SC,22,1,1,0,0,2,1,1,3
2000,1,7,La Louviere,94,1,0,1,0,0,0,0,1
2000,1,7,KRC Genk,290,1,0,1,0,0,0,0,1
2000,1,7,RSC Anderlecht,35,1,0,1,0,0,0,0,1
2000,1,7,KSC Lokeren,282,1,0,1,0,0,0,0,1
2000,1,7,St-Truidense VV,373,1,0,1,0,0,0,0,1
2000,1,7,KV Mechelen,25,1,0,1,0,0,0,0,1
2000,1,13,KRC Harelbeke,1615,1,0,0,1,3,4,-1,0
2000,1,14,Antwerp FC,1,1,0,0,1,1,2,-1,0
2000,1,14,KSK Beveren,968,1,0,0,1,1,2,-1,0
2000,1,16,Eendracht Aalst,90,1,0,0,1,1,3,-2,0
2000,1,17,Germ. Beerschot,3530,1,0,0,1,0,3,-3,0
2000,1,18,KAA Gent,7,1,0,0,1,2,6,-4,0
1999,1,1,KAA Gent,7,1,1,0,0,5,1,4,3
1999,1,2,Club Brugge,3,1,1,0,0,4,0,4,3
1999,1,3,Lierse SK,30,1,1,0,0,3,1,2,3
1999,1,4,Eendracht Aalst,90,1,1,0,0,2,0,2,3
