date,time,home_team,home_team_number,away_team,away_team_number,goal_team,goal_time,result_home_team,result_away_team,valid_goal,season,day,match_id
2022/08/31,20:30:00,Antwerp FC,1,RUSG,None,RUSG,22',2,1,True,2022,5,3851131
2022/08/31,20:30:00,Antwerp FC,1,RUSG,None,RUSG,38',2,1,False,2022,5,3851131
2022/08/31,20:30:00,Antwerp FC,1,RUSG,None,Antwerp FC,42',3,1,True,2022,5,3851131
2022/08/31,20:30:00,Antwerp FC,1,RUSG,None,Antwerp FC,45+3',4,1,True,2022,5,3851131
2022/08/31,20:30:00,Antwerp FC,1,RUSG,None,RUSG,71',4,2,True,2022,5,3851131
2022/08/31,20:30:00,Antwerp FC,1,RUSG,None,RUSG,86',4,2,False,2022,5,3851131
2022/09/01,20:30:00,RSC Anderlecht,35,Gent,7,Gent,69',0,1,True,2022,5,3851136
2021/07/23,20:45:00,Standard Luik,16,Genk,290,Standard Luik,69',1,0,True,2021,1,3598094
2021/07/23,20:45:00,Standard Luik,16,Genk,290,Genk,90+2',1,1,True,2021,1,3598094
2021/07/24,16:15:00,OH Leuven,2495,Zulte,622,Zulte,24',0,1,True,2021,1,3598095
2021/07/24,16:15:00,OH Leuven,2495,Zulte,622,OH Leuven,42',1,1,True,2021,1,3598095
2021/07/24,16:15:00,OH Leuven,2495,Zulte,622,Zulte,62',1,1,False,2021,1,3598095
2021/07/24,18:30:00,KV Kortrijk,19,RFC S,167,KV Kortrijk,31',1,0,True,2021,1,3598096
2021/07/24,18:30:00,KV Kortrijk,19,RFC S,167,KV Kortrijk,88',2,0,True,2021,1,3598096
2021/07/24,20:45:00,KV Oostende,31,RCSC,None,RCSC,7',0,1,True,2021,1,3598100
2021/07/24,20:45:00,KV Oostende,31,RCSC,None,RCSC,50',0,2,True,2021,1,3598100
2021/07/24,20:45:00,KV Oostende,31,RCSC,None,RCSC,85',0,3,True,2021,1,3598100
2021/07/25,13:30:00,KV Mechelen,25,RAFC,2449,RAFC,18',0,1,True,2021,1,3598097
2021/07/25,13:30:00,KV Mechelen,25,RAFC,2449,RAFC,56',0,2,True,2021,1,3598097
2021/07/25,13:30:00,KV Mechelen,25,RAFC,2449,KV Mechelen,60',1,2,True,2021,1,3598097
2021/07/25,13:30:00,KV Mechelen,25,RAFC,2449,KV Mechelen,73',2,2,True,2021,1,3598097
2021/07/25,13:30:00,KV Mechelen,25,RAFC,2449,KV Mechelen,74',3,2,True,2021,1,3598097
2021/07/25,16:00:00,Club Brugge,3,Eupen,92,Club Brugge,56',1,0,True,2021,1,3598092
2021/07/25,16:00:00,Club Brugge,3,Eupen,92,Eupen,60',1,1,True,2021,1,3598092
2021/07/25,16:00:00,Club Brugge,3,Eupen,92,Eupen,77',1,2,True,2021,1,3598092
2021/07/25,16:00:00,Club Brugge,3,Eupen,92,Club Brugge,90+13',2,2,True,2021,1,3598092
2021/07/25,18:30:00,RSC Anderlecht,35,RUSG,None,RUSG,20',0,1,True,2021,1,3598093
2021/07/25,18:30:00,RSC Anderlecht,35,RUSG,None,RSC Anderlecht,45+2',1,1,True,2021,1,3598093
2021/07/25,18:30:00,RSC Anderlecht,35,RUSG,None,RUSG,62',1,2,True,2021,1,3598093
2021/07/25,18:30:00,RSC Anderlecht,35,RUSG,None,RUSG,73',1,3,True,2021,1,3598093
2021/07/25,21:00:00,St-Truidense VV,322,Gent,7,Gent,2',0,1,True,2021,1,3598098
2021/07/25,21:00:00,St-Truidense VV,322,Gent,7,St-Truidense VV,12',1,1,True,2021,1,3598098
2021/07/25,21:00:00,St-Truidense VV,322,Gent,7,St-Truidense VV,67',2,1,True,2021,1,3598098
2021/07/27,20:00:00,Beerschot V.A.,13,Cercle,12,Cercle,40',0,1,True,2021,1,3598099
2021/07/30,20:45:00,KRC Genk,290,KVO,362,KRC Genk,20',1,0,True,2021,2,3598137
2021/07/30,20:45:00,KRC Genk,290,KVO,362,KRC Genk,30',2,0,True,2021,2,3598137
2021/07/30,20:45:00,KRC Genk,290,KVO,362,KVO,32',2,1,True,2021,2,3598137
2021/07/30,20:45:00,KRC Genk,290,KVO,362,KVO,49',2,2,True,2021,2,3598137
2021/07/30,20:45:00,KRC Genk,290,KVO,362,KRC Genk,60',3,2,True,2021,2,3598137
2021/07/30,20:45:00,KRC Genk,290,KVO,362,KVO,62',3,3,True,2021,2,3598137
2021/07/30,20:45:00,KRC Genk,290,KVO,362,KVO,79',3,4,True,2021,2,3598137
2021/07/31,18:30:00,RFC Seraing,167,KVM,None,RFC Seraing,14',1,0,True,2021,2,3598140
2021/07/31,18:30:00,Cercle Brugge,12,OHL,None,OHL,30',0,1,True,2021,2,3598141
2021/07/31,18:30:00,Cercle Brugge,12,OHL,None,Cercle Brugge,73',1,1,True,2021,2,3598141
2021/07/31,20:45:00,KAS Eupen,1792,RSCA,None,RSCA,39',0,1,True,2021,2,3598145
2021/07/31,20:45:00,KAS Eupen,1792,RSCA,None,KAS Eupen,45+1',1,1,True,2021,2,3598145
2021/08/01,13:30:00,Union SG,9,FCB,253,FCB,84',0,1,True,2021,2,3598142
2021/08/01,16:00:00,Zulte Waregem,2159,SL,231,SL,59',0,1,True,2021,2,3598143
2021/08/01,16:00:00,Zulte Waregem,2159,SL,231,Zulte Waregem,74',1,1,True,2021,2,3598143
2021/08/01,16:00:00,Zulte Waregem,2159,SL,231,SL,89',1,2,True,2021,2,3598143
2021/08/01,18:30:00,KAA Gent,7,KBVA,None,KAA Gent,20',1,0,True,2021,2,3598138
2021/08/01,18:30:00,KAA Gent,7,KBVA,None,KAA Gent,48',2,0,True,2021,2,3598138
2021/08/01,18:30:00,KAA Gent,7,KBVA,None,KBVA,73',2,1,True,2021,2,3598138
2021/08/01,18:30:00,KAA Gent,7,KBVA,None,KBVA,77',2,2,True,2021,2,3598138
2021/08/01,21:00:00,Antwerp FC,1,KVK,100,KVK,87',0,1,True,2021,2,3598139
2021/08/06,20:45:00,Club Brugge,3,Cercle,12,Club Brugge,35',1,0,True,2021,3,3598110
2021/08/06,20:45:00,Club Brugge,3,Cercle,12,Cercle,90+1',1,1,True,2021,3,3598110
2021/08/07,16:15:00,Beerschot V.A.,13,RUSG,None,RUSG,14',0,1,True,2021,3,3598117
2021/08/07,16:15:00,Beerschot V.A.,13,RUSG,None,RUSG,50',0,2,True,2021,3,3598117
2021/08/07,16:15:00,Beerschot V.A.,13,RUSG,None,RUSG,54',0,3,True,2021,3,3598117
2021/08/07,18:30:00,KV Mechelen,25,Eupen,92,KV Mechelen,33',1,0,True,2021,3,3598115
2021/08/07,18:30:00,KV Mechelen,25,Eupen,92,Eupen,49',1,1,True,2021,3,3598115
2021/08/07,18:30:00,KV Mechelen,25,Eupen,92,Eupen,85',1,2,True,2021,3,3598115
2021/08/07,18:30:00,KV Mechelen,25,Eupen,92,Eupen,90',1,3,True,2021,3,3598115
2021/08/07,18:30:00,St-Truidense VV,322,Zulte,622,Zulte,48',0,1,True,2021,3,3598116
2021/08/07,18:30:00,St-Truidense VV,322,Zulte,622,Zulte,69',0,2,True,2021,3,3598116
2021/08/07,18:30:00,St-Truidense VV,322,Zulte,622,Zulte,84',0,3,True,2021,3,3598116
2021/08/07,18:30:00,St-Truidense VV,322,Zulte,622,St-Truidense VV,90+1',1,3,True,2021,3,3598116
2021/08/07,20:45:00,KV Kortrijk,19,Genk,290,KV Kortrijk,18',1,0,True,2021,3,3598114
2021/08/07,20:45:00,KV Kortrijk,19,Genk,290,Genk,52',1,1,True,2021,3,3598114
2021/08/07,20:45:00,KV Kortrijk,19,Genk,290,Genk,90+2',1,2,True,2021,3,3598114
2021/08/08,13:30:00,Standard Luik,16,RAFC,2449,RAFC,6',0,1,True,2021,3,3598112
2021/08/08,13:30:00,Standard Luik,16,RAFC,2449,RAFC,37',0,2,True,2021,3,3598112
2021/08/08,13:30:00,Standard Luik,16,RAFC,2449,Standard Luik,55',1,2,True,2021,3,3598112
2021/08/08,13:30:00,Standard Luik,16,RAFC,2449,RAFC,59',1,3,True,2021,3,3598112
2021/08/08,13:30:00,Standard Luik,16,RAFC,2449,RAFC,61',1,4,True,2021,3,3598112
2021/08/08,13:30:00,Standard Luik,16,RAFC,2449,RAFC,68',1,5,True,2021,3,3598112
2021/08/08,13:30:00,Standard Luik,16,RAFC,2449,Standard Luik,77',2,5,True,2021,3,3598112
2021/08/08,16:00:00,OH Leuven,2495,RCSC,None,RCSC,8',0,1,True,2021,3,3598113
2021/08/08,16:00:00,OH Leuven,2495,RCSC,None,OH Leuven,61',1,1,True,2021,3,3598113
2021/08/08,18:30:00,RSC Anderlecht,35,RFC S,167,RFC S,39',1,1,False,2021,3,3598111
2021/08/08,18:30:00,RSC Anderlecht,35,RFC S,167,RSC Anderlecht,69',1,0,True,2021,3,3598111
2021/08/08,18:30:00,RSC Anderlecht,35,RFC S,167,RSC Anderlecht,82',2,0,True,2021,3,3598111
2021/08/08,18:30:00,RSC Anderlecht,35,RFC S,167,RSC Anderlecht,90+1',3,0,True,2021,3,3598111
2021/08/08,21:00:00,KV Oostende,31,Gent,7,KV Oostende,72',1,0,True,2021,3,3598118
2021/08/13,20:45:00,R Charleroi SC,29,RAFC,2449,RAFC,38',0,1,True,2021,4,3598108
2021/08/13,20:45:00,R Charleroi SC,29,RAFC,2449,R Charleroi SC,57',1,1,True,2021,4,3598108
2021/08/14,16:15:00,Union SG,9,KVK,100,Union SG,9',1,0,True,2021,4,3598105
2021/08/14,16:15:00,Union SG,9,KVK,100,Union SG,52',2,0,True,2021,4,3598105
2021/08/14,16:15:00,Union SG,9,KVK,100,KVK,64',2,0,False,2021,4,3598105
2021/08/14,18:30:00,KAS Eupen,1792,STVV,None,KAS Eupen,21',1,0,True,2021,4,3598109
2021/08/14,18:30:00,KAS Eupen,1792,STVV,None,STVV,65',1,1,True,2021,4,3598109
2021/08/14,18:30:00,KAS Eupen,1792,STVV,None,KAS Eupen,74',2,1,True,2021,4,3598109
2021/08/14,18:30:00,RFC Seraing,167,KVO,362,RFC Seraing,45+4',1,1,True,2021,4,3598103
2021/08/14,18:30:00,RFC Seraing,167,KVO,362,KVO,47',0,1,True,2021,4,3598103
2021/08/14,18:30:00,RFC Seraing,167,KVO,362,KVO,49',1,2,True,2021,4,3598103
2021/08/14,18:30:00,RFC Seraing,167,KVO,362,KVO,67',1,2,False,2021,4,3598103
2021/08/14,18:30:00,RFC Seraing,167,KVO,362,KVO,73',1,3,True,2021,4,3598103
2021/08/14,18:30:00,RFC Seraing,167,KVO,362,RFC Seraing,83',2,3,True,2021,4,3598103
2021/08/14,20:45:00,KRC Genk,290,OHL,None,KRC Genk,3',1,0,True,2021,4,3598101
2021/08/14,20:45:00,KRC Genk,290,OHL,None,KRC Genk,59',2,0,True,2021,4,3598101
2021/08/14,20:45:00,KRC Genk,290,OHL,None,KRC Genk,77',3,0,True,2021,4,3598101
2021/08/14,20:45:00,KRC Genk,290,OHL,None,KRC Genk,90+2',4,0,True,2021,4,3598101
2021/08/15,13:30:00,Beerschot V.A.,13,SL,231,SL,64',0,1,True,2021,4,3598107
2021/08/15,13:30:00,Beerschot V.A.,13,SL,231,Beerschot V.A.,71',0,1,False,2021,4,3598107
2021/08/15,16:00:00,KAA Gent,7,KVM,None,KAA Gent,28',1,0,True,2021,4,3598102
2021/08/15,16:00:00,KAA Gent,7,KVM,None,KAA Gent,90+2',2,0,True,2021,4,3598102
2021/08/15,18:30:00,Cercle Brugge,12,RSCA,None,Cercle Brugge,1',1,0,True,2021,4,3598104
2021/08/15,18:30:00,Cercle Brugge,12,RSCA,None,RSCA,13',1,1,True,2021,4,3598104
2021/08/15,18:30:00,Cercle Brugge,12,RSCA,None,RSCA,29',1,2,True,2021,4,3598104
2021/08/15,21:00:00,Zulte Waregem,2159,FCB,253,FCB,42',0,1,True,2021,4,3598106
2021/08/15,21:00:00,Zulte Waregem,2159,FCB,253,FCB,65',0,2,True,2021,4,3598106
2021/08/15,21:00:00,Zulte Waregem,2159,FCB,253,FCB,69',0,3,True,2021,4,3598106
2021/08/15,21:00:00,Zulte Waregem,2159,FCB,253,FCB,75',0,4,True,2021,4,3598106
2021/08/15,21:00:00,Zulte Waregem,2159,FCB,253,FCB,90+3',0,4,False,2021,4,3598106
2021/08/20,20:45:00,Standard Luik,16,KVO,362,Standard Luik,78',1,0,True,2021,5,3598148
2021/08/20,20:45:00,Standard Luik,16,KVO,362,KVO,90+4',1,0,False,2021,5,3598148
2021/08/21,16:15:00,RFC Seraing,167,Cercle,12,Cercle,5',0,1,True,2021,5,3598151
2021/08/21,16:15:00,RFC Seraing,167,Cercle,12,RFC Seraing,54',1,1,True,2021,5,3598151
2021/08/21,16:15:00,RFC Seraing,167,Cercle,12,RFC Seraing,79',2,1,True,2021,5,3598151
2021/08/21,18:30:00,OH Leuven,2495,Eupen,92,Eupen,32',0,1,True,2021,5,3598150
2021/08/21,18:30:00,OH Leuven,2495,Eupen,92,Eupen,39',0,2,True,2021,5,3598150
2021/08/21,18:30:00,OH Leuven,2495,Eupen,92,Eupen,56',0,3,True,2021,5,3598150
2021/08/21,18:30:00,OH Leuven,2495,Eupen,92,Eupen,80',0,4,True,2021,5,3598150
2021/08/21,18:30:00,OH Leuven,2495,Eupen,92,OH Leuven,83',1,4,True,2021,5,3598150
2021/08/21,20:45:00,St-Truidense VV,322,KVK,100,KVK,1',0,1,True,2021,5,3598154
2021/08/21,20:45:00,St-Truidense VV,322,KVK,100,KVK,90+3',0,2,True,2021,5,3598154
2021/08/22,16:00:00,Zulte Waregem,2159,RCSC,None,RCSC,19',0,1,True,2021,5,3598152
2021/08/22,16:00:00,Zulte Waregem,2159,RCSC,None,Zulte Waregem,36',1,1,True,2021,5,3598152
2021/08/22,16:00:00,Zulte Waregem,2159,RCSC,None,RCSC,51',1,2,True,2021,5,3598152
2021/08/22,16:00:00,Zulte Waregem,2159,RCSC,None,Zulte Waregem,78',2,2,True,2021,5,3598152
2021/08/22,18:30:00,Club Brugge,3,KBVA,None,Club Brugge,4',1,0,True,2021,5,3598146
2021/08/22,18:30:00,Club Brugge,3,KBVA,None,Club Brugge,30',2,0,True,2021,5,3598146
2021/08/22,18:30:00,Club Brugge,3,KBVA,None,KBVA,37',2,1,True,2021,5,3598146
2021/08/22,18:30:00,Club Brugge,3,KBVA,None,KBVA,45+1',2,1,False,2021,5,3598146
2021/08/22,18:30:00,Club Brugge,3,KBVA,None,Club Brugge,55',3,1,True,2021,5,3598146
2021/08/22,18:30:00,Club Brugge,3,KBVA,None,Club Brugge,75',3,1,False,2021,5,3598146
2021/08/22,18:30:00,Club Brugge,3,KBVA,None,KBVA,76',3,2,True,2021,5,3598146
2021/08/22,21:00:00,KV Mechelen,25,RUSG,None,RUSG,1',0,1,True,2021,5,3598153
2021/08/22,21:00:00,KV Mechelen,25,RUSG,None,KV Mechelen,13',1,1,True,2021,5,3598153
2021/08/22,21:00:00,KV Mechelen,25,RUSG,None,KV Mechelen,55',2,1,True,2021,5,3598153
2021/08/22,21:00:00,KV Mechelen,25,RUSG,None,KV Mechelen,77',3,1,True,2021,5,3598153
2021/09/22,20:45:00,Antwerp FC,1,Genk,290,Genk,13',0,1,True,2021,5,3598149
2021/09/22,20:45:00,Antwerp FC,1,Genk,290,Antwerp FC,27',1,1,True,2021,5,3598149
2021/09/22,20:45:00,Antwerp FC,1,Genk,290,Antwerp FC,37',2,1,True,2021,5,3598149
2021/09/22,20:45:00,Antwerp FC,1,Genk,290,Antwerp FC,41',3,1,True,2021,5,3598149
2021/09/22,20:45:00,Antwerp FC,1,Genk,290,Antwerp FC,69',4,1,True,2021,5,3598149
2021/09/22,20:45:00,Antwerp FC,1,Genk,290,Genk,80',4,2,True,2021,5,3598149
2021/09/22,20:45:00,Antwerp FC,1,Genk,290,Antwerp FC,84',4,2,False,2021,5,3598149
2021/09/23,20:45:00,RSC Anderlecht,35,Gent,7,Gent,39',0,1,True,2021,5,3598147
2021/09/23,20:45:00,RSC Anderlecht,35,Gent,7,RSC Anderlecht,59',1,1,True,2021,5,3598147
2020/08/08,16:30:00,Club Brugge,3,RCSC,None,RCSC,78',0,1,True,2020,1,3413839
2020/08/08,19:00:00,Antwerp FC,1,REM,190,Antwerp FC,49',1,0,True,2020,1,3413840
2020/08/08,19:00:00,Antwerp FC,1,REM,190,REM,78',1,1,True,2020,1,3413840
2020/08/08,19:00:00,Standard Luik,16,Cercle,12,Standard Luik,55',1,0,True,2020,1,3413841
2020/08/09,13:30:00,St-Truidense VV,322,Gent,7,St-Truidense VV,2',1,0,True,2020,1,3413842
2020/08/09,13:30:00,St-Truidense VV,322,Gent,7,Gent,43',1,1,True,2020,1,3413842
2020/08/09,13:30:00,St-Truidense VV,322,Gent,7,St-Truidense VV,60',2,1,True,2020,1,3413842
2020/08/09,16:00:00,Zulte Waregem,2159,Genk,290,Zulte Waregem,41',1,0,True,2020,1,3413843
2020/08/09,16:00:00,Zulte Waregem,2159,Genk,290,Genk,73',1,1,True,2020,1,3413843
2020/08/09,16:00:00,Zulte Waregem,2159,Genk,290,Genk,79',1,2,True,2020,1,3413843
2020/08/09,18:15:00,KV Mechelen,25,RSCA,None,RSCA,64',0,1,True,2020,1,3413844
2020/08/09,18:15:00,KV Mechelen,25,RSCA,None,RSCA,75',0,2,True,2020,1,3413844
2020/08/09,18:15:00,KV Mechelen,25,RSCA,None,KV Mechelen,83',1,2,True,2020,1,3413844
2020/08/09,18:15:00,KV Mechelen,25,RSCA,None,KV Mechelen,85',2,2,True,2020,1,3413844
2020/08/09,20:45:00,KV Kortrijk,19,W-B,3780,W-B,10',0,1,True,2020,1,3413845
2020/08/09,20:45:00,KV Kortrijk,19,W-B,3780,KV Kortrijk,54',1,1,True,2020,1,3413845
2020/08/09,20:45:00,KV Kortrijk,19,W-B,3780,W-B,68',1,2,True,2020,1,3413845
2020/08/09,20:45:00,KV Kortrijk,19,W-B,3780,W-B,90+1',1,3,True,2020,1,3413845
2020/08/10,19:00:00,OH Leuven,2495,Eupen,92,OH Leuven,57',1,0,True,2020,1,3413846
2020/08/10,19:00:00,OH Leuven,2495,Eupen,92,Eupen,72',1,1,True,2020,1,3413846
2020/08/10,19:00:00,KV Oostende,31,KBVA,None,KBVA,1',0,1,True,2020,1,3413847
2020/08/10,19:00:00,KV Oostende,31,KBVA,None,KV Oostende,63',1,1,True,2020,1,3413847
2020/08/10,19:00:00,KV Oostende,31,KBVA,None,KBVA,74',1,2,True,2020,1,3413847
2020/08/14,19:00:00,Moeskroen,216,KVM,None,KVM,9',0,1,True,2020,2,3415245
2020/08/15,16:30:00,KRC Genk,290,OHL,None,KRC Genk,55',1,0,True,2020,2,3415246
2020/08/15,16:30:00,KRC Genk,290,OHL,None,OHL,85',1,1,True,2020,2,3415246
2020/08/15,19:00:00,KAA Gent,7,KVK,100,KVK,22',0,1,True,2020,2,3415247
2020/08/15,19:00:00,KAA Gent,7,KVK,100,KAA Gent,59',1,1,True,2020,2,3415247
2020/08/15,19:00:00,KAA Gent,7,KVK,100,KVK,83',1,2,True,2020,2,3415247
2020/08/15,19:00:00,R Charleroi SC,29,KVO,362,R Charleroi SC,76',1,0,True,2020,2,3415248
2020/08/16,13:30:00,Cercle Brugge,12,RAFC,2449,RAFC,32',0,1,True,2020,2,3415249
2020/08/16,13:30:00,Cercle Brugge,12,RAFC,2449,Cercle Brugge,80',1,1,True,2020,2,3415249
2020/08/16,13:30:00,Cercle Brugge,12,RAFC,2449,Cercle Brugge,86',2,1,True,2020,2,3415249
2020/08/16,16:00:00,Beerschot V.A.,13,Zulte,622,Beerschot V.A.,32',1,0,True,2020,2,3415250
2020/08/16,16:00:00,Beerschot V.A.,13,Zulte,622,Zulte,57',1,1,True,2020,2,3415250
2020/08/16,16:00:00,Beerschot V.A.,13,Zulte,622,Beerschot V.A.,68',2,1,True,2020,2,3415250
2020/08/16,16:00:00,Beerschot V.A.,13,Zulte,622,Beerschot V.A.,87',3,1,True,2020,2,3415250
2020/08/16,16:00:00,KAS Eupen,1792,FCB,253,FCB,14',0,1,True,2020,2,3415251
2020/08/16,16:00:00,KAS Eupen,1792,FCB,253,FCB,59',0,2,True,2020,2,3415251
2020/08/16,16:00:00,KAS Eupen,1792,FCB,253,FCB,69',0,3,True,2020,2,3415251
2020/08/16,16:00:00,KAS Eupen,1792,FCB,253,FCB,76',0,4,True,2020,2,3415251
2020/08/16,18:15:00,RSC Anderlecht,35,STVV,None,RSC Anderlecht,41',1,0,True,2020,2,3415252
2020/08/16,18:15:00,RSC Anderlecht,35,STVV,None,STVV,47',1,0,False,2020,2,3415252
2020/08/16,18:15:00,RSC Anderlecht,35,STVV,None,RSC Anderlecht,50',2,0,True,2020,2,3415252
2020/08/16,18:15:00,RSC Anderlecht,35,STVV,None,STVV,88',2,1,True,2020,2,3415252
2020/08/16,18:15:00,RSC Anderlecht,35,STVV,None,RSC Anderlecht,90+3',3,1,True,2020,2,3415252
2020/08/17,19:00:00,Waasland-Beveren,480,SL,231,Waasland-Beveren,60',1,0,True,2020,2,3415253
2020/08/17,19:00:00,Waasland-Beveren,480,SL,231,SL,67',1,1,True,2020,2,3415253
2020/08/17,19:00:00,Waasland-Beveren,480,SL,231,SL,70',1,2,True,2020,2,3415253
2020/08/22,16:15:00,Zulte Waregem,2159,W-B,3780,Zulte Waregem,28',1,0,True,2020,3,3415260
2020/08/22,16:15:00,Zulte Waregem,2159,W-B,3780,Zulte Waregem,49',2,0,True,2020,3,3415260
2020/08/22,16:15:00,Zulte Waregem,2159,W-B,3780,Zulte Waregem,63',3,0,True,2020,3,3415260
2020/08/22,16:15:00,Zulte Waregem,2159,W-B,3780,W-B,76',3,1,True,2020,3,3415260
2020/08/22,16:15:00,Zulte Waregem,2159,W-B,3780,Zulte Waregem,90+5',4,1,True,2020,3,3415260
2020/08/22,18:30:00,KV Mechelen,25,Cercle,12,KV Mechelen,37',1,0,True,2020,3,3415256
2020/08/22,18:30:00,KV Mechelen,25,Cercle,12,Cercle,54',1,1,True,2020,3,3415256
2020/08/22,18:30:00,KV Mechelen,25,Cercle,12,Cercle,57',1,2,True,2020,3,3415256
2020/08/22,18:30:00,KV Mechelen,25,Cercle,12,KV Mechelen,64',2,2,True,2020,3,3415256
2020/08/22,18:30:00,KV Mechelen,25,Cercle,12,Cercle,80',2,3,True,2020,3,3415256
2020/08/22,18:30:00,OH Leuven,2495,RCSC,None,RCSC,6',0,1,True,2020,3,3415257
2020/08/22,18:30:00,OH Leuven,2495,RCSC,None,OH Leuven,34',1,1,True,2020,3,3415257
2020/08/22,18:30:00,OH Leuven,2495,RCSC,None,RCSC,49',1,2,True,2020,3,3415257
2020/08/22,18:30:00,OH Leuven,2495,RCSC,None,RCSC,64',1,2,False,2020,3,3415257
2020/08/22,18:30:00,OH Leuven,2495,RCSC,None,RCSC,80',1,3,True,2020,3,3415257
2020/08/22,20:45:00,Antwerp FC,1,Gent,7,Antwerp FC,17',1,0,True,2020,3,3415254
2020/08/23,13:30:00,Standard Luik,16,Genk,290,Standard Luik,90',1,0,False,2020,3,3415259
2020/08/23,16:00:00,Club Brugge,3,KBVA,None,KBVA,28',0,1,True,2020,3,3415255
2020/08/23,18:15:00,RSC Anderlecht,35,REM,190,REM,39',0,1,False,2020,3,3415258
2020/08/23,18:15:00,RSC Anderlecht,35,REM,190,RSC Anderlecht,63',1,0,True,2020,3,3415258
2020/08/23,18:15:00,RSC Anderlecht,35,REM,190,REM,90+3',1,1,True,2020,3,3415258
2020/08/24,20:45:00,St-Truidense VV,322,KVO,362,St-Truidense VV,42',1,1,False,2020,3,3415261
2020/08/24,20:45:00,St-Truidense VV,322,KVO,362,KVO,71',1,1,False,2020,3,3415261
2020/08/24,20:45:00,St-Truidense VV,322,KVO,362,KVO,76',1,1,False,2020,3,3415261
2020/08/28,20:45:00,KV Oostende,31,RSCA,None,KV Oostende,11',1,0,True,2020,4,3415267
2020/08/28,20:45:00,KV Oostende,31,RSCA,None,KV Oostende,34',2,0,True,2020,4,3415267
2020/08/28,20:45:00,KV Oostende,31,RSCA,None,RSCA,35',2,1,True,2020,4,3415267
2020/08/28,20:45:00,KV Oostende,31,RSCA,None,RSCA,54',2,2,True,2020,4,3415267
2020/08/29,16:15:00,KAS Eupen,1792,STVV,None,KAS Eupen,13',1,0,True,2020,4,3415271
2020/08/29,16:15:00,KAS Eupen,1792,STVV,None,KAS Eupen,25',1,0,False,2020,4,3415271
2020/08/29,16:15:00,KAS Eupen,1792,STVV,None,STVV,85',1,1,True,2020,4,3415271
2020/08/29,18:30:00,Cercle Brugge,12,KVK,100,KVK,67',0,1,True,2020,4,3415265
2020/08/29,18:30:00,Waasland-Beveren,480,OHL,None,OHL,30',0,1,True,2020,4,3415270
2020/08/29,18:30:00,Waasland-Beveren,480,OHL,None,Waasland-Beveren,51',1,1,True,2020,4,3415270
2020/08/29,18:30:00,Waasland-Beveren,480,OHL,None,OHL,58',1,2,True,2020,4,3415270
2020/08/29,18:30:00,Waasland-Beveren,480,OHL,None,OHL,90',1,3,True,2020,4,3415270
2020/08/29,18:30:00,Waasland-Beveren,480,OHL,None,Waasland-Beveren,90+6',1,3,False,2020,4,3415270
2020/08/29,20:45:00,Moeskroen,216,Zulte,622,Zulte,73',0,1,True,2020,4,3415268
2020/08/30,13:30:00,KRC Genk,290,FCB,253,FCB,22',0,1,True,2020,4,3415266
2020/08/30,13:30:00,KRC Genk,290,FCB,253,KRC Genk,47',0,1,False,2020,4,3415266
2020/08/30,13:30:00,KRC Genk,290,FCB,253,KRC Genk,61',1,1,True,2020,4,3415266
2020/08/30,13:30:00,KRC Genk,290,FCB,253,FCB,83',1,2,True,2020,4,3415266
2020/08/30,16:00:00,Beerschot V.A.,13,SL,231,SL,32',0,1,True,2020,4,3415264
2020/08/30,16:00:00,Beerschot V.A.,13,SL,231,SL,76',0,2,True,2020,4,3415264
2020/08/30,16:00:00,Beerschot V.A.,13,SL,231,SL,83',0,3,True,2020,4,3415264
2020/08/30,18:15:00,R Charleroi SC,29,RAFC,2449,R Charleroi SC,17',1,0,True,2020,4,3415269
2020/08/30,18:15:00,R Charleroi SC,29,RAFC,2449,RAFC,22',1,0,False,2020,4,3415269
2020/08/30,18:15:00,R Charleroi SC,29,RAFC,2449,R Charleroi SC,90+1',2,0,True,2020,4,3415269
2020/08/30,20:45:00,KAA Gent,7,KVM,None,KAA Gent,36',1,0,True,2020,4,3415263
2020/09/11,20:45:00,KAS Eupen,1792,Gent,7,KAS Eupen,35',1,0,True,2020,5,3415275
2020/09/11,20:45:00,KAS Eupen,1792,Gent,7,KAS Eupen,53',2,0,True,2020,5,3415275
2020/09/11,20:45:00,KAS Eupen,1792,Gent,7,Gent,63',2,1,True,2020,5,3415275
2020/09/11,20:45:00,KAS Eupen,1792,Gent,7,Gent,73',2,1,False,2020,5,3415275
2020/09/12,16:15:00,KV Mechelen,25,KVO,362,KVO,90+5',0,1,True,2020,5,3415272
2020/09/12,18:30:00,OH Leuven,2495,SL,231,SL,60',0,1,False,2020,5,3415277
2020/09/12,18:30:00,OH Leuven,2495,SL,231,OH Leuven,77',1,0,True,2020,5,3415277
2020/09/12,20:45:00,Club Brugge,3,W-B,3780,Club Brugge,16',1,0,True,2020,5,3415274
2020/09/12,20:45:00,Club Brugge,3,W-B,3780,W-B,30',1,1,True,2020,5,3415274
2020/09/12,20:45:00,Club Brugge,3,W-B,3780,Club Brugge,39',2,1,True,2020,5,3415274
2020/09/12,20:45:00,Club Brugge,3,W-B,3780,Club Brugge,50',3,1,True,2020,5,3415274
2020/09/12,20:45:00,Club Brugge,3,W-B,3780,Club Brugge,84',4,1,True,2020,5,3415274
2020/09/13,13:30:00,RSC Anderlecht,35,Cercle,12,RSC Anderlecht,36',1,0,True,2020,5,3415278
