seizoen,dag,datum,tijd,id_match,thuisploeg_stamnummer,thuisploeg,uitploeg,uitploeg_stamnummer,goal_time,goal_team_naam,goal_team_stamnummer,stand_thuis,stand_uit,valid_goal,real_time_goal
2023,1,2023/07/28,20:45:00,4093105,9,Union SG,RSCA,35,30,Union SG,322,1.0,0.0,True,21:15:00
2023,1,2023/07/28,20:45:00,4093105,9,Union SG,RSCA,35,98,Union SG,9,2.0,0.0,True,22:23:00
2023,1,2023/07/29,16:00:00,4093106,1792,KAS Eupen,KVCWes,2024,20,KAS Eupen,9,1.0,0.0,True,16:20:00
2023,1,2023/07/29,16:00:00,4093106,1792,KAS Eupen,KVCWes,2024,55,KAS Eupen,1792,2.0,0.0,True,16:55:00
2023,1,2023/07/29,16:00:00,4093106,1792,KAS Eupen,KVCWes,2024,69,KVCWes,2024,2.0,1.0,True,17:09:00
2023,1,2023/07/29,16:00:00,4093106,1792,KAS Eupen,KVCWes,2024,91,KVCWes,2024,2.0,2.0,True,17:31:00
2023,1,2023/07/29,18:15:00,4093107,29,R Charleroi SC,OHL,18,10,R Charleroi SC,1792,1.0,0.0,True,18:25:00
2023,1,2023/07/29,18:15:00,4093107,29,R Charleroi SC,OHL,18,17,R Charleroi SC,29,1.0,0.0,False,18:32:00
2023,1,2023/07/29,18:15:00,4093107,29,R Charleroi SC,OHL,18,84,OHL,18,1.0,1.0,True,19:39:00
2023,1,2023/07/29,20:45:00,4093108,47,RWDM,Genk,290,31,Genk,18,0.0,1.0,True,21:16:00
2023,1,2023/07/29,20:45:00,4093108,47,RWDM,Genk,290,38,Genk,290,0.0,2.0,True,21:23:00
2023,1,2023/07/29,20:45:00,4093108,47,RWDM,Genk,290,45,Genk,290,0.0,3.0,True,21:30:00
2023,1,2023/07/29,20:45:00,4093108,47,RWDM,Genk,290,71,Genk,290,0.0,4.0,True,21:56:00
2023,1,2023/07/30,13:30:00,4093109,1,Antwerp FC,Cercle,12,46,Antwerp FC,47,1.0,0.0,True,14:16:00
2023,1,2023/07/30,16:00:00,4093110,7,KAA Gent,KVK,100,5,KVK,12,0.0,1.0,True,16:05:00
2023,1,2023/07/30,16:00:00,4093110,7,KAA Gent,KVK,100,8,KAA Gent,7,1.0,1.0,True,16:08:00
2023,1,2023/07/30,16:00:00,4093110,7,KAA Gent,KVK,100,30,KAA Gent,7,2.0,1.0,True,16:30:00
2023,1,2023/07/30,16:00:00,4093110,7,KAA Gent,KVK,100,71,KAA Gent,7,3.0,1.0,True,17:11:00
2023,1,2023/07/30,16:00:00,4093110,7,KAA Gent,KVK,100,86,KVK,100,3.0,2.0,True,17:26:00
2023,1,2023/07/30,18:30:00,4093111,3,Club Brugge,KVM,25,38,KVM,100,0.0,1.0,True,19:08:00
2023,1,2023/07/30,18:30:00,4093111,3,Club Brugge,KVM,25,65,Club Brugge,3,1.0,1.0,True,19:35:00
2023,1,2023/07/30,18:30:00,4093111,3,Club Brugge,KVM,25,77,Club Brugge,3,1.0,1.0,False,19:47:00
2023,1,2023/07/30,19:15:00,4093112,322,St-Truidense VV,SL,231,86,St-Truidense VV,3,1.0,0.0,True,20:41:00
2022,1,2022/07/22,20:45:00,3848868,16,Standard Luik,Gent,7,15,Standard Luik,867,,,False,21:00:00
